objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories
2119,135711510,1137,NA,NA,NA,MILLMONT,ST,NA,22903,C,NA,NA,2119,540148000,Office Building,1946,1422,8,2
2145,101102736,711,B,APT,NA,BOLLING,AVE,NA,22902,R,PFAUTZ,2016-04-06T19:45:25.000Z,2145,540271000,Office Building,1985,5000,12,2
2195,727521636,107,NA,NA,NA,4TH,ST,SE,22902,NA,NA,NA,2195,560042000,Office Building,1977,3200,10,1
2217,290313519,1129,9A,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:37.000Z,2217,560044300,Storage Warehouse,1987,4684,22,1
2239,70233279,412,NA,NA,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-01-04T21:38:12.000Z,2239,570025000,Office Building,1953,964,10,2
2241,70233279,410,NA,NA,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-01-04T21:37:46.000Z,2241,570035000,Service Repair Garage,1948,560,12,2
2243,7075271,216,101,STE,W,WATER,ST,NA,22902,C,emerickr,2014-12-17T14:47:39.000Z,2243,570036000,Apartments over 20 units,1973,750,12,1
2244,7075271,216,102,STE,W,WATER,ST,NA,22902,C,emerickr,2014-12-17T14:47:37.000Z,2244,570039000,Office Building,1951,3510,12,1
2324,113264303,102,B,APT,NA,ANTOINETTE,CT,NA,22903,R,NA,NA,2324,580348000,Retail Store,1923,11818,12,2
2350,84051293,121,7,APT,NA,CARROLLTON,TER,NA,22903,R,EMERICKR,2015-07-24T17:03:58.000Z,2350,610049300,Office Building,1991,1800,14,1
2224,279613400,1008,NA,NA,NA,ASHBY,PL,NA,22901,R,NA,NA,2224,560109000,Apartments over 20 units,2013,3120,9,1
2225,280713405,1008,NA,NA,NA,GLENDALE,RD,NA,22901,R,NA,NA,2225,560109000,Apartments over 20 units,2013,3120,9,1
2359,41597748,1223,A,APT,NA,COLEMAN,CT,NA,22901,R,NA,NA,2359,610049700,Office Building,1992,1400,10,1
2360,40227717,1226,B,APT,NA,COLEMAN,CT,NA,22901,R,NA,NA,2360,610049700,Office Building,1992,3375,12,1
2361,40637730,1224,A,APT,NA,COLEMAN,CT,NA,22901,R,NA,NA,2361,610049800,Office Building,1991,2080,10,1
2362,40637730,1224,B,APT,NA,COLEMAN,CT,NA,22901,R,NA,NA,2362,610049800,Office Building,1991,2080,14,2
2320,140246255,530,B,#,NA,CLEVELAND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50806,580335000,Office,1910,1911,8,1
2323,114324500,112,B,#,NA,CLEVELAND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50807,580336000,Office Building,1984,6975,12,1.5
2327,357814231,704,A,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50808,580349000,Restaurant,1920,4284,10,2
2328,357814231,704,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50809,580349000,Restaurant,1920,4284,10,2
2330,88299288,1412,A,#,NA,SHORT 18TH,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:06.000Z,50810,590029000,Market,1920,480,10,1
2333,154211770,1203,B,#,NA,HILLTOP,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50811,590083000,Convenience Market,1948,1578,8,1.5
2340,7849796,300,42,#,NA,4TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:06.000Z,50812,600147000,Church,1960,4526,12,1
2347,34797595,1024,A,#,NA,LOCUST,AVE,NA,22901,R,PFAUTZ,2016-11-28T17:23:06.000Z,50814,610032000,Retail Store,1920,3124,10,2
2348,34797595,1024,B,#,NA,LOCUST,AVE,NA,22901,R,PFAUTZ,2016-11-28T17:23:06.000Z,50815,610032000,Retail Store,1920,1703,10,1
2353,100792963,155,A,#,NA,STRIBLING,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50816,610049500,Office Building,1992,4180,10,1
2355,99442589,111,A,#,NA,RAYMOND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50817,610049500,Office Building,1992,4760,14,2
2363,6840171,417,4,#,NA,BRANDON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50818,610054100,Office Building,1990,884,12,1
2364,6840171,417,5,#,NA,BRANDON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50819,610054100,Office Building,1990,1800,12,1
2365,6840171,419,5,#,NA,BRANDON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50820,610055000,Commercial,1996,600,10,1
2366,507215773,770,104B,#,NA,HARRIS,ST,NA,22903,C,PFAUTZ,2016-11-28T17:23:06.000Z,50821,610055000,Commercial,1996,3900,12,1
2369,379814407,704,A,#,NA,12TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50822,610057000,Mini-Mart Convenience Store,1995,2325,15,1
2374,7422495,108,A,#,NA,DUNOVA,CT,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50823,610084400,Storage Warehouse,1958,2930,12,1
2375,7463510,120,A,#,NA,DUNOVA,CT,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50824,610086000,Church,1982,2200,12,1
2376,121865375,236,A,#,NA,SUNSET,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:06.000Z,50825,610086000,Church,1982,840,12,1
2061,136997178,122,A,APT,NA,LONGWOOD,DR,NA,22903,R,NA,NA,2061,540054100,Office Building,1957,779,12,1
2076,135437003,108,B,APT,NA,LONGWOOD,DR,NA,22903,R,NA,NA,2076,540115000,Bank,1972,612,12,1
2142,129666323,2707,B,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2142,540267000,Commercial,1950,2380,10,1
2285,52498035,827,A,APT,NA,ST CLAIR,AVE,NA,22902,R,NA,NA,2285,580127000,Restaurant,1962,1280,10,1
2367,536316041,312,B,APT,NA,10 1/2,ST,NW,22903,R,NA,NA,2367,610056000,Service Repair Garage,1973,6059,18,1
2372,134256861,107,B,APT,NA,LONGWOOD,DR,NA,22903,R,NA,NA,2372,610057600,Service Repair Garage,1963,2400,16,1
2373,134706916,109,B,APT,NA,LONGWOOD,DR,NA,22903,R,NA,NA,2373,610057A00,Commercial,0,NA,NA,NA
2232,316413818,1111,6C,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:08.000Z,2232,570018000,Service Repair Garage,1976,3191,12,1
2240,710321206,321,B,STE,E,MAIN,ST,NA,22902,C,emerickr,2014-11-21T16:03:14.000Z,2240,570035000,Service Repair Garage,1948,6230,12,1
2331,316413818,1111,9A,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:08.000Z,2331,590029000,Market,1920,480,10,1
2033,545116324,1215,B44,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2033,530299800,Office,1989,2566,10,1
2050,545116324,1215,C44,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2050,540019000,Office Building,1927,1302,8,2
2055,359014194,1709,NA,NA,NA,ALLIED,ST,NA,22903,C,NA,NA,2055,540021000,Office Building,1910,2498,12,2
2105,442615132,925,NA,NA,NA,HARRIS,ST,NA,22903,C,NA,NA,2105,540137B00,Office,0,2345,9,1
2163,75728780,701,NA,NA,E,WATER,ST,NA,22902,C,NA,NA,2163,55A088000,Office Building,1996,1956,8,1.5
2338,165911938,2106,24,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,2338,590221000,Convenience Market,1920,694,10,1
2129,103603050,921,B,#,NA,6TH,ST,SE,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50750,540156100,Multiple Commercial Use,1958,4500,12,1
2130,443315140,443,COTT,#,NA,14TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50751,540156100,Multiple Commercial Use,1958,13131,12,1
2131,70110677,2118,20,#,NA,ANGUS,RD,NA,22901,R,PFAUTZ,2016-11-28T17:23:18.000Z,50752,540158000,Industrial Light Manufacturing,1952,9128,10,1
2139,332913627,814,F,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50753,540253000,Multiple Commercial Use,1935,1323,12,1
2140,332913627,814,G,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50754,540255000,Dist. Warehouse,1989,16800,20,1
2141,332913627,814,H,#,NA,CABELL,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50755,540255000,Dist. Warehouse,1989,9352,10,1
2143,81651090,101,7,#,NA,CARROLLTON,TER,NA,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50756,540270000,Service Repair Garage,1983,2528,14,1
2144,113124375,607,A,#,NA,RIVES,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50757,540271000,Office Building,1985,5651,10,1
2150,96842254,1416,B,#,NA,BRIARCLIFF,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50759,540277A10,Office,2001,2262,12,1
2214,269013239,2171,10,#,NA,IVY,RD,NA,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50766,5600442E0,Office Building,1987,NA,NA,NA
2215,269013239,2171,11,#,NA,IVY,RD,NA,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50767,5600442F0,Office Building,1987,4199,11,1
2235,6984753,107,304,#,NA,1ST,ST,S,22902,NA,PFAUTZ,2016-11-28T17:23:18.000Z,50774,570022000,Mixed Retail w/Res Units,1950,3214,12,1
2250,7667634,400,B,#,E,WATER,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50780,570065000,Elementary Sch (Entire),1930,12904,12,2
2251,7667634,410,1100,#,E,WATER,ST,NA,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50781,570065000,Elementary Sch (Entire),1930,4127,20,1
2269,80010810,1718,D,#,NA,HYDRAULIC,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50786,570124000,Group Care Home,1989,5248,8,1
2288,82971277,500,413,#,NA,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50795,580147000,Multiple Commercial Use,1920,42,8,1
2289,82971277,500,415,#,NA,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50796,580147000,Multiple Commercial Use,1920,0,8,1
2291,48197949,1313,1,#,NA,BELLEVIEW,AVE,NA,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50798,580161000,Church,1958,10525,20,1
2292,48197949,1313,2,#,NA,BELLEVIEW,AVE,NA,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50799,580172000,Apartments 1-10 units,1937,NA,NA,NA
2298,626716927,300,305,#,NA,PRESTON,AVE,NA,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50804,580254000,Apartments 1-10 units,1920,NA,NA,NA
2341,516815844,750,207,#,NA,HARRIS,ST,NA,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50813,600226000,Church,1920,3707,12,1
2070,396214633,912,B,APT,NA,ST CHARLES,AVE,NA,22901,R,NA,NA,2070,540112000,Office Building,1920,1890,8,2
2081,7530554,1810,NA,NA,NA,CHELSEA,DR,NA,22903,R,NA,NA,2081,540120000,Classroom  (Elem/2nd Sch),NA,NA,NA,NA
2082,124585694,2607,NA,NA,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2082,540120000,Classroom  (Elem/2nd Sch),NA,NA,NA,NA
2083,130036354,2716,NA,NA,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2083,540123000,Day Care Center,1946,3018,9,1
2084,466015430,709,NA,NA,NA,CARGIL,LN,NA,22902,R,NA,NA,2084,540123000,Day Care Center,1946,3018,9,1
2085,94782062,2226,NA,NA,NA,CENTER,AVE,NA,22903,R,NA,NA,2085,540123000,Day Care Center,1946,3018,9,1
2086,94902221,1509,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,2086,540125000,Office Building,1946,930,8,1
2087,445115169,1101,NA,NA,NA,GORDON,AVE,NA,22903,R,NA,NA,2087,540125000,Office Building,1946,657,8,1
2088,95452229,1513,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,2088,540126000,Medical Office,1990,2160,10,1
2089,116824799,1506,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,2089,540126000,Medical Office,1990,1721,10,1
2090,117354896,1402,NA,NA,NA,VINE,ST,NA,22902,R,NA,NA,2090,540127000,Medical Office,1972,20562,10,2
2091,128686176,714,NA,NA,NA,PALATINE,AVE,NA,22902,R,NA,NA,2091,540128000,Office Building,1925,3340,10,2
2092,130006326,906,NA,NA,NA,ROCKLAND,AVE,NA,22902,R,NA,NA,2092,540128000,Office Building,1925,142,10,1
2094,131506546,415,NA,NA,NA,QUARRY,RD,NA,22902,R,NA,NA,2094,540129000,Office Building,1925,1162,10,2
2095,93729509,231,NA,NA,NA,DOUGLAS,AVE,NA,22902,NA,NA,NA,2095,540129000,Office Building,1925,256,10,1
2096,82231143,717,NA,NA,NA,ELM,ST,NA,22903,R,NA,NA,2096,540130000,Office Building,1985,3192,8,2
2097,41810287,2236,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2097,540131000,Commercial,1925,2044,NA,NA
2098,42410305,2231,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2098,540131000,Commercial,1925,252,NA,NA
2099,50710412,2223,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2099,540133000,Office Building,1925,2744,10,2
2100,140493740,1316,NA,NA,NA,CARLTON,AVE,NA,22902,R,NA,NA,2100,540134000,Office Building,1925,1644,8,2
2101,59810531,2215,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2101,540137120,Office Building,2007,1260,12,1
2102,166211959,1309,NA,NA,NA,RUGBY,RD,NA,22903,R,NA,NA,2102,540137130,Office Building,2007,0,12,1
2103,1461217348,910,NA,NA,NA,RAINIER,RD,NA,22903,R,NA,NA,2103,540137190,Office Building,2007,1305,12,1
2104,442415143,908,NA,NA,NA,FOREST,ST,NA,22903,R,NA,NA,2104,540137A00,Office,0,984,10,1
2106,68948531,813,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,2106,540137C00,Office,0,2326,9,3
2107,81828973,1214,NA,NA,E,JEFFERSON,ST,NA,22902,R,NA,NA,2107,540137D00,Office Building,0,2495,9,3
2349,396214633,912,A,APT,NA,ST CHARLES,AVE,NA,22901,R,NA,NA,2349,610049300,Office Building,1991,1800,10,1
2377,539517481,5,NA,NA,NA,ELLIEWOOD,AVE,NA,22903,NA,NA,NA,2377,610098000,Storage Warehouse,1949,3307,12,1
2378,505115767,1920,NA,NA,NA,THOMSON,RD,NA,22903,R,NA,NA,2378,610102000,Storage Warehouse,1973,2784,12,1
2379,533017480,11,NA,NA,NA,ELLIEWOOD,AVE,NA,22903,NA,NA,NA,2379,610107000,Multiple Commercial Use,1950,2627,12,1
2380,545817484,3,NA,NA,NA,ELLIEWOOD,AVE,NA,22903,NA,NA,NA,2380,610107000,Multiple Commercial Use,1950,2627,12,1
2325,110764037,105,B,APT,NA,ANTOINETTE,CT,NA,22903,R,NA,NA,2325,580348000,Retail Store,1923,1059,12,1
2326,113864454,1508,B,APT,NA,ANTOINETTE,AVE,NA,22903,R,NA,NA,2326,580348100,Commercial,1953,1296,8,2
2358,51318005,1204,B,APT,NA,LANDONIA,CIR,NA,22901,R,NA,NA,2358,610049600,Office Building,1990,10500,16,1
2001,8008936,333,NA,NA,NA,6TH,ST,SW,22903,R,NA,NA,2001,530270000,Office Building,1920,2820,10,2
2002,1436617322,1305,NA,NA,NA,NUNLEY,ST,NA,22903,R,NA,NA,2002,530271000,Medical Office,1980,3378,10,2
2003,133246728,102,NA,NA,NA,HARRIS,RD,NA,22903,R,NA,NA,2003,530272000,Office Building,1890,2698,10,1
2035,114474516,100,A,APT,NA,SUNSET,AVE,NA,22903,R,NA,NA,2035,530299A00,Medical Office,1998,3260,10,2
2059,742620843,104,NA,NA,NA,5TH,ST,SE,22902,NA,NA,NA,2059,540033000,Office Building,1900,532,8,2
2167,7882911,505,NA,NA,NA,GARRETT,ST,NA,22902,C,NA,NA,2167,560001000,Multiple Commercial Use,1950,120,10,1
2178,89281624,2108,A,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2178,560027000,Storage Warehouse,1950,7164,12,1
2189,90191711,2208,NA,NA,NA,FONTAINE,AVE,NA,22903,C,NA,NA,2189,5600404A0,Mini-warehouse,2000,46250,12,1
2254,134416868,229,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,2254,570093000,Market,1932,975,12,1
2256,495315551,702,NA,NA,NA,CHARLTON,AVE,NA,22903,C,NA,NA,2256,570115000,Industrial Light Manufacturing,1931,22384,12,4
2258,1028420016,1700,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,2258,570119000,Office Building,1940,1422,12,2
2261,617616854,408,NA,NA,NA,HEDGE,ST,NA,22902,R,NA,NA,2261,570121000,Commercial,1942,324,12,1
2262,622016907,433,NA,NA,NA,PARK,ST,NA,22902,NA,NA,NA,2262,570121100,Commercial,1960,2025,12,1
2263,623516902,514,NA,NA,NA,8TH,ST,NE,22902,R,NA,NA,2263,570121200,Office Building,1970,5280,12,1
2264,34610200,112,NA,NA,NA,GREENBRIER,TER,NA,22901,R,NA,NA,2264,570122000,Service Repair Garage,1985,5618,12,1
2265,34710222,2133,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2265,570122000,Service Repair Garage,1985,968,12,1
2321,130756420,121,B,APT,NA,WELK,PL,NA,22903,R,NA,NA,2321,580335000,Office,1910,389,8,1
2322,123735584,2621,A,APT,NA,JEFFERSON PARK,CIR,NA,22903,R,NA,NA,2322,580336000,Office Building,1984,6975,12,1.5
2329,134896945,1613,A,APT,NA,MERIDIAN,ST,NA,22902,R,NA,NA,2329,590029000,Market,1920,480,10,1
2356,56010489,1806,B,APT,NA,YORKTOWN,DR,NA,22901,R,NA,NA,2356,610049500,Office Building,1992,1350,20,1
2357,40310316,1814,A,APT,NA,YORKTOWN,DR,NA,22901,R,NA,NA,2357,610049600,Office Building,1990,3300,10,1
2036,139128516,402,B 7,APT,NA,11TH,ST,NE,22902,R,PFAUTZ,2016-06-14T19:30:29.000Z,49772,530301000,Office Building,1900,2366,8,2
2253,139128516,402,B 3,APT,NA,11TH,ST,NE,22902,R,PFAUTZ,2016-06-14T19:30:34.000Z,49775,570093000,Market,1932,1950,12,1
2172,95563005,770,E,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2172,560008100,Office Building,0,3080,16,1
2173,95563005,770,F,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2173,560008100,Office Building,0,3104,16,1
2174,95562845,748,D,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2174,560009000,Storage Warehouse,1972,3010,10,2
2175,95562744,738,B,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2175,560019000,Office Building,0,12885,10,2
2037,70233279,408,203A,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:22:53.000Z,50729,530301000,Office Building,1900,104,12,1
2183,34210110,206,NA,NA,NA,ZAN,RD,NA,22901,C,NA,NA,2183,560029200,Commercial,1963,1200,12,1
2185,34210110,204,NA,NA,NA,ZAN,RD,NA,22901,C,NA,NA,2185,5600404A0,Mini-warehouse,2000,46250,12,1
2221,545116324,1215,B41,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2221,560048000,Apartments 11-20 Units,1999,3400,8,1
2222,545116324,1215,B43,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2222,560048000,Apartments 11-20 Units,1999,5032,8,2
2281,545116324,1215,C42,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2281,580002000,Office Building,1885,2503,12,1
2282,545116324,1215,C43,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2282,580112000,Retail Store,0,698,10,1
2283,545116324,1215,B42,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2283,580114000,Service Repair Garage,1950,3156,16,1
2293,545116324,1215,C23,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,2293,580183000,Church,1940,2500,20,1
2004,83489074,1315,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,2004,530272000,Office Building,1890,2698,10,1
2005,88169267,1332,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,2005,530272000,Office Building,1890,2698,10,1
2010,1440017191,191,NA,NA,NA,BROOKWOOD,DR,NA,22902,R,NA,NA,2010,530275100,Office Building,1925,149,10,1
2011,62298287,706,NA,NA,NA,GILLESPIE,AVE,NA,22902,R,NA,NA,2011,530276000,Office Building,1914,4666,10,2
2012,63948355,1312,NA,NA,NA,POPLAR,ST,NA,22902,R,NA,NA,2012,530276000,Office Building,1914,4966,10,1
2013,469915527,709,NA,NA,NA,LYONS COURT,LN,NA,22902,R,NA,NA,2013,530280000,Medical Office,1923,3213,10,2.5
2014,88201822,201,NA,NA,NA,ELLIOTT,AVE,NA,22902,C,NA,NA,2014,530280000,Medical Office,1923,172,10,1
2015,72358673,1116,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,2015,530281000,Office Building,1923,1934,10,1.5
2017,75628767,1208,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,2017,530286000,Office Building,1950,5755,10,1
2018,606216791,404,NA,NA,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,2018,530288000,Service Repair Garage,1964,8846,12,1
2019,613216824,405,NA,NA,NA,ALTAMONT,CIR,NA,22902,R,NA,NA,2019,530291000,Office Building,1920,3586,10,2
2020,68368520,522,NA,NA,NA,CAROLINE,AVE,NA,22902,R,NA,NA,2020,530292000,Office Building,1910,3804,10,2
2021,350714135,2116,NA,NA,NA,TWYMAN,RD,NA,22903,R,NA,NA,2021,530293000,Market,1961,2321,12,1
2026,157511815,1603,NA,NA,NA,DEL MAR,DR,NA,22903,R,NA,NA,2026,530299110,Office,1989,860,10,1
2027,532316027,625,NA,NA,NA,PARK,ST,NA,22902,R,NA,NA,2027,530299200,Retail,1989,870,10,1
2028,587816635,711,NA,NA,NA,FARISH,ST,NA,22902,R,NA,NA,2028,530299300,Medical Office,1989,3349,10,1
2029,275213453,611,NA,NA,NA,NORTH,AVE,NA,22901,R,NA,NA,2029,530299400,Medical Office,1989,2109,10,1
2042,631920023,1424,NA,NA,NA,HAZEL,ST,NA,22902,R,NA,NA,2042,540007000,Medical Office,1953,4715,10,1
2043,623816906,513,NA,NA,NA,8TH,ST,NE,22902,R,NA,NA,2043,540007000,Medical Office,1953,9860,10,1
2044,35010211,2136,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2044,540008000,Office Building,1924,2214,10,2
2056,97682356,1422,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,2056,540021000,Office Building,1910,35,12,1
2057,99202457,1106,NA,NA,NA,MYRTLE,ST,NA,22902,R,NA,NA,2057,540024000,Office Building,1925,1260,8,1
2058,1501619739,947,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,2058,540025000,Apartments 1-10 units,1893,2116,8,2
2060,131966591,124,NA,NA,NA,HARRIS,RD,NA,22903,R,NA,NA,2060,540033000,Office Building,1900,409,8,1
2077,507115789,1918,NA,NA,NA,THOMSON,RD,NA,22903,R,NA,NA,2077,540118000,Medical Office,1965,3204,10,2
2078,7090277,507,NA,NA,NA,VALLEY,RD,NA,22903,R,NA,NA,2078,540119000,Medical Office,1981,9650,10,2
2079,7395493,521,NA,NA,NA,VALLEY,RD,NA,22903,R,NA,NA,2079,540119000,Medical Office,1981,9650,10,2
2080,7077284,315,NA,NA,NA,MONTEBELLO,CIR,NA,22903,R,NA,NA,2080,540120000,Classroom  (Elem/2nd Sch),NA,NA,NA,NA
2159,101772719,728,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,2159,550019000,Natatorium (Swimming Pool),1975,1020,12,1
2160,114624480,814,NA,NA,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2160,550019000,Natatorium (Swimming Pool),1975,2154,12,1
2161,99252474,310,NA,NA,NA,CHESTNUT,ST,NA,22902,R,NA,NA,2161,550025000,Office Building,1954,260,10,1
2233,157011907,2424,H4,UNIT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,2233,570020000,Service Repair Garage,1983,3600,16,1
2234,157011907,2424,H6,UNIT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,2234,570020000,Service Repair Garage,1983,504,10,1
2025,49210701,2111,114,APT,NA,MICHIE,DR,NA,22901,R,NA,NA,2025,530299101,Office,1989,2247,10,1
2073,41597748,1223,B,APT,NA,COLEMAN,CT,NA,22901,R,NA,NA,2073,540113000,Commercial,1954,3032,8,2
2124,28710129,1910,B,APT,NA,CEDAR HILL,RD,NA,22901,R,NA,NA,2124,540150000,Office Building,1925,190,10,1
2125,28710129,1910,A,APT,NA,CEDAR HILL,RD,NA,22901,R,NA,NA,2125,540154000,Multiple Commercial Use,1984,16744,12,1
2132,49210701,2111,115,APT,NA,MICHIE,DR,NA,22901,R,NA,NA,2132,540159000,Dist. Warehouse,1973,18672,20,1
2162,72368668,1212,NA,NA,NA,MERIWETHER,ST,NA,22902,R,NA,NA,2162,550042100,Church,1966,1335,12,1
2164,76088774,400,NA,NA,NA,13TH,ST,NE,22902,R,NA,NA,2164,55A088900,Church,1992,7650,12,1
2165,231712825,1610,NA,NA,NA,RUGBY,AVE,NA,22903,R,NA,NA,2165,55A146000,Church,1920,1805,20,1
2166,88201822,969,NA,NA,NA,2ND,ST,SE,22902,C,NA,NA,2166,560001000,Multiple Commercial Use,1950,1810,10,2
2169,122265403,2515,NA,NA,NA,WILLARD,DR,NA,22903,R,NA,NA,2169,560005000,Commercial,1961,5067,12,1
2170,438715204,1929,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,2170,560006000,Office,1985,6448,12,2
2176,95562744,740,E,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2176,560019000,Office Building,0,660,10,2
2177,95562744,740,F,APT,NA,PROSPECT,AVE,NA,22903,R,NA,NA,2177,560021000,Commercial,0,1640,16,1
2179,152511732,1619,NA,NA,NA,ROSE HILL,DR,NA,22903,R,EMERICKR,2015-11-16T18:23:15.000Z,2179,560028000,Storage Warehouse,1945,8121,12,1
2182,82721181,118,NA,NA,NA,NORTH BAKER,ST,NA,22903,R,NA,NA,2182,560029200,Commercial,1963,900,12,1
68,6680130,306,B,#,E,JEFFERSON,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:22:54.000Z,50163,040210000,Apartments 1-10 units,1947,2910,12,2
496,137127215,1623,B,#,NA,MERIDIAN,ST,NA,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50305,160093000,Apartments over 20 units,1958,5716,8,3
211,558016339,608,300,STE,NA,PRESTON,AVE,NA,22903,C,PFAUTZ,2017-05-22T15:28:08.000Z,56323,070003000,Medical Office,1962,4050,12,1.5
66,712022448,109,9,#,W,WATER,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:08.000Z,50162,040152000,Clubhouse,1969,3442,12,1
132,116784861,1400,111,#,NA,MONTICELLO,RD,NA,22902,R,PFAUTZ,2016-11-28T17:23:08.000Z,50182,050090000,Apartments 1-10 units,1926,486,8,2
