,objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories,address
1362,1121,38.02928375,-78.498795820149,7595599,1022,,,,GROVE,ST,,22903,R,,,1121,330196000,"Library, Public",1906.0,14909.0,20.0,1.0,"1022 GROVE ST Charlottesville, VA"
1363,1122,38.03779979999999,-78.5123448,463715405,1951,,,,THOMSON,RD,,22903,R,,,1122,330197000,Church,1925.0,3165.0,30.0,1.0,"1951 THOMSON RD Charlottesville, VA"
1364,1123,38.037777899999995,-78.51212290000002,464315418,1947,,,,THOMSON,RD,,22903,R,,,1123,330197000,Church,1925.0,3390.0,12.0,1.0,"1947 THOMSON RD Charlottesville, VA"
1365,1124,38.0343624,-78.4906223,582516608,809,,,,PAGE,ST,,22903,R,,,1124,330198000,Office Building,1870.0,2012.0,12.0,2.0,"809 PAGE ST Charlottesville, VA"
1366,1125,38.0344329,-78.48844620000001,583216574,701,,,,ANDERSON,ST,,22903,R,,,1125,330198000,Office Building,1870.0,589.0,12.0,1.0,"701 ANDERSON ST Charlottesville, VA"
1367,1126,38.035188,-78.48977099999998,558316314,803,,,,ANDERSON,ST,,22903,R,,,1126,330199000,Office Building,1920.0,3218.0,16.0,1.0,"803 ANDERSON ST Charlottesville, VA"
1368,1127,38.035113,-78.48868999999998,562816316,720,,,,WEST,ST,,22903,R,,,1127,330199000,Office Building,1920.0,1170.0,12.0,1.0,"720 WEST ST Charlottesville, VA"
1369,1137,38.0461969,-78.4810226370605,219712684,1407,,,,RUTLEDGE,AVE,,22903,R,,,1137,330200180,Office Building,1987.0,2447.0,12.0,1.0,"1407 RUTLEDGE AVE Charlottesville, VA"
1370,1138,38.046258200000004,-78.4805445,220012666,1117,,,,SHERWOOD,RD,,22903,R,,,1138,330200200,Office Building,1987.0,1114.0,12.0,1.0,"1117 SHERWOOD RD Charlottesville, VA"
1371,1139,38.0262819,-78.5095256787561,86921515,212,,,,SHAMROCK,RD,,22903,R,,,1139,330200201,Office Building,1987.0,1040.0,12.0,1.0,"212 SHAMROCK RD Charlottesville, VA"
1372,1140,38.0299438,-78.49008959999998,7284376,304,,,,7TH,ST,SW,22903,R,,,1140,330200300,Office Building,1987.0,1141.0,12.0,1.0,"304 7TH ST Charlottesville, VA"
1373,1141,38.02141375,-78.4747145799026,110083793,706,,,,CASTALIA,ST,,22902,R,,,1141,330200380,Office Building,1987.0,905.0,12.0,1.0,"706 CASTALIA ST Charlottesville, VA"
1374,1142,38.0305013061224,-78.4906468163265,13933199,735,3C,UNIT,,WALKER,SQ,,22903,R,,,1142,330200400,Office Building,1987.0,1195.0,12.0,1.0,"735 WALKER SQ Charlottesville, VA"
1375,1146,38.021629,-78.47450620000001,108843671,702,,,,CASTALIA,ST,,22902,R,,,1146,330200700,Office Building,1987.0,1313.0,12.0,1.0,"702 CASTALIA ST Charlottesville, VA"
1376,1147,38.016907,-78.472325,128496057,947,,,,RIVES,ST,,22902,R,,,1147,330200800,Office Building,1987.0,1288.0,12.0,1.0,"947 RIVES ST Charlottesville, VA"
1377,1148,38.0544404533887,-78.47865,124911385,1603,,,,CONCORD,DR,,22901,R,,,1148,330200900,Office Building,1987.0,4761.0,12.0,1.0,"1603 CONCORD DR Charlottesville, VA"
1378,1149,38.0543359522751,-78.4762737738992,128311414,1443,,,,GROVE,RD,,22901,R,,,1149,330204000,Office Building,1920.0,1930.0,20.0,1.0,"1443 GROVE RD Charlottesville, VA"
1379,1150,38.054227,-78.475416,132011459,1434,,,,GROVE,RD,,22901,R,,,1150,330204000,Office Building,1920.0,7686.0,12.0,2.0,"1434 GROVE RD Charlottesville, VA"
1380,1151,38.0540414510019,-78.4787184783729,132111467,1502,,,,GROVE,RD,,22901,R,,,1151,330204000,Office Building,1920.0,4671.0,12.0,3.0,"1502 GROVE RD Charlottesville, VA"
1381,1152,38.054043,-78.478674,133911489,1500,,,,GROVE,RD,,22901,R,,,1152,330205L00,Office Building,1998.0,42878.0,12.0,3.0,"1500 GROVE RD Charlottesville, VA"
1382,1155,38.0239812,-78.4644051,97649665,134,,,,LEAKE,LN,,22902,,,,1155,330208000,Office Building,1900.0,153.0,12.0,1.0,"134 LEAKE LN Charlottesville, VA"
1383,1156,38.0254886,-78.47773629999998,91261795,704,,,,HINTON,AVE,,22902,R,,,1156,330209000,Office Building,1900.0,2236.0,12.0,1.0,"704 HINTON AVE Charlottesville, VA"
1384,1161,38.0402349,-78.49823549999998,382614441,508,,,,16TH,ST,NW,22903,R,,,1161,330214000,Office Building,1900.0,2476.0,12.0,2.0,"508 16TH ST Charlottesville, VA"
1385,1164,0.0,0.0,438515108,500,,,,12TH,ST,NW,22903,R,,,1164,330215000,Office Building,1920.0,2338.0,10.0,2.0,"500 12TH ST Charlottesville, VA"
1386,1165,38.0344043,-78.4919449051183,587316595,836,,,,PAGE,ST,,22903,R,,,1165,330215000,Office Building,1920.0,217.0,10.0,1.0,"836 PAGE ST Charlottesville, VA"
1387,1167,38.020482799999996,-78.5042058,113414373,1608,,,,TRAILRIDGE,RD,,22903,R,,,1167,330216000,Office Building,1860.0,1800.0,12.0,1.0,"1608 TRAILRIDGE RD Charlottesville, VA"
1388,1168,38.04409329999999,-78.4842295,272113309,1500,,,,WESTWOOD,RD,,22903,R,,,1168,330216000,Office Building,1860.0,5382.0,12.0,3.0,"1500 WESTWOOD RD Charlottesville, VA"
1389,1352,38.060441,-78.48289760000002,66010654,1643,,,,KEITH VALLEY,RD,,22901,R,,,1352,350069000,Office Building,1953.0,4866.0,12.0,1.0,"1643 KEITH VALLEY RD Charlottesville, VA"
1390,1353,38.060688899999995,-78.48045570000001,66310621,1708,,,,KING MOUNTAIN,RD,,22901,R,,,1353,350069000,Office Building,1953.0,2553.0,12.0,1.0,"1708 KING MOUNTAIN RD Charlottesville, VA"
1391,1363,38.025567200000005,-78.5173543,1463519685,2308,A,APT,,FONTAINE,AVE,,22903,R,,,1363,350105000,Office Building,1930.0,536.0,12.0,1.0,"2308 FONTAINE AVE Charlottesville, VA"
1392,1364,38.0258385,-78.5172565,1463519685,2308,B,APT,,FONTAINE,AVE,,22903,R,,,1364,350105000,Office Building,1930.0,815.0,12.0,1.0,"2308 FONTAINE AVE Charlottesville, VA"
1393,1365,38.03077965,-78.49219295,13933192,801,2A,UNIT,,WALKER,SQ,,22903,R,,,1365,350107000,Apartments 1-10 units,1925.0,988.0,12.0,1.0,"801 WALKER SQ Charlottesville, VA"
1394,1366,38.030544899999995,-78.491473,13933192,801,3A,UNIT,,WALKER,SQ,,22903,R,,,1366,350108000,Multiple Commercial Use,1978.0,4000.0,12.0,1.0,"801 WALKER SQ Charlottesville, VA"
1395,1367,38.03077965,-78.49219295,13933192,801,4A,UNIT,,WALKER,SQ,,22903,R,,,1367,350109000,Industrial Light Manufacturing,1953.0,720.0,12.0,1.0,"801 WALKER SQ Charlottesville, VA"
1396,1382,38.03857070000001,-78.48862530000001,436215113,631,,,,BOOKER,ST,,22903,R,,,1382,350122000,Mortuary,1965.0,1247.0,12.0,1.0,"631 BOOKER ST Charlottesville, VA"
1397,1383,38.0381703,-78.4618958,45267862,1209,,,,RIVER VISTA,AVE,,22901,R,,,1383,350125000,Office Building,1988.0,3700.0,12.0,1.0,"1209 RIVER VISTA AVE Charlottesville, VA"
1398,1384,38.017277500000006,-78.48662680000002,126795960,1601,,,,6TH,ST,SE,22902,R,,,1384,350125000,Office Building,1988.0,1664.0,12.0,1.0,"1601 6TH ST Charlottesville, VA"
1399,1406,38.03529955,-78.4888562508312,557416253,728,,,,WEST,ST,,22903,R,,,1406,360075100,Medical Office,1989.0,944.0,12.0,1.0,"728 WEST ST Charlottesville, VA"
1400,1407,38.0351297,-78.49301949999999,1395516322,925,,,,PAGE,ST,,22903,R,,,1407,360075101,Medical Office,1989.0,203.0,12.0,1.0,"925 PAGE ST Charlottesville, VA"
1401,1408,38.03516415,-78.4905402674052,562616313,814,,,,ANDERSON,ST,,22903,R,,,1408,360075200,Medical Office,1989.0,1922.0,12.0,1.0,"814 ANDERSON ST Charlottesville, VA"
1402,1409,38.0177242,-78.4845402,125555778,1510,,,,EARLY,ST,,22902,R,,,1409,360075300,Medical Office,1989.0,635.0,12.0,1.0,"1510 EARLY ST Charlottesville, VA"
1403,1410,38.0176612,-78.4817269468709,125675800,1406,,,,RIALTO,ST,,22902,R,,,1410,360075400,Medical Office,1989.0,1427.0,12.0,1.0,"1406 RIALTO ST Charlottesville, VA"
1404,1872,38.0358007,-78.4984027,549016079,224,508,#,,14TH,ST,NW,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50688,530100000,Multiple Commercial Use,1897.0,29210.0,12.0,2.0,"224 14TH ST Charlottesville, VA"
1405,1874,38.02800425,-78.5113212591448,8020992,1821,6,#,,JEFFERSON PARK,AVE,,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50689,530100000,Multiple Commercial Use,1897.0,13698.0,12.0,1.0,"1821 JEFFERSON PARK AVE Charlottesville, VA"
1406,1926,38.033823100000006,-78.47939020000003,605316778,415,2,#,,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50692,530155LA0,Office Building,1964.0,3494.0,10.0,1.0,"415 2ND ST Charlottesville, VA"
1407,1927,38.033823100000006,-78.47939020000003,605316778,415,3,#,,2ND,ST,NE,22902,R,PFAUTZ,2016-11-28T17:23:02.000Z,50693,530155LB0,Office Building,1964.0,500.0,10.0,1.0,"415 2ND ST Charlottesville, VA"
1408,1929,38.0277104,-78.4712206,82018977,1118,21,#,E,MARKET,ST,,22902,,PFAUTZ,2016-11-28T17:23:02.000Z,50694,530155LD0,Office Building,1964.0,1450.0,12.0,1.0,"1118 MARKET ST Charlottesville, VA"
1409,1933,38.0596861707317,-78.4957332195122,70110677,2118,5,#,,ANGUS,RD,,22901,R,PFAUTZ,2016-11-28T17:23:02.000Z,50697,530160000,Office Building,1990.0,42404.0,12.0,4.0,"2118 ANGUS RD Charlottesville, VA"
1410,1937,38.040336700000005,-78.497614,376214392,1500,1,#,,GRADY,AVE,,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50701,530162200,Office Building,1992.0,85000.0,12.0,4.0,"1500 GRADY AVE Charlottesville, VA"
1411,1938,38.040336700000005,-78.497614,376214392,1500,11,#,,GRADY,AVE,,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50702,530169000,Multiple Commercial Use,1964.0,2757.0,12.0,1.0,"1500 GRADY AVE Charlottesville, VA"
1412,1940,38.0413468,-78.49361640000001,357814149,726,A,#,,MADISON,AVE,,22903,R,PFAUTZ,2016-11-28T17:23:02.000Z,50703,530172000,Office Building,1960.0,855.0,12.0,1.0,"726 MADISON AVE Charlottesville, VA"
1413,1331,38.028643,-78.5090309,7979930,1800,89,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1331,350046000,Office Building,1950.0,480.0,10.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1414,1339,38.028643,-78.5090309,7881935,1800,1007,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1339,350058000,Industrial Engineering,1979.0,4816.0,12.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1415,1340,38.028643,-78.5090309,7881935,1800,1008,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1340,350063000,Office Building,1951.0,2650.0,10.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1416,1342,38.0275436,-78.5090694,7881935,1800,1012,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1342,350063000,Office Building,1951.0,2650.0,10.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1417,1614,38.028643,-78.5090309,7671786,1800,39,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1614,490085000,Neighborhood Shopping Ctr.,1996.0,6625.0,20.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1418,1759,0.0,0.0,68973283,123,,,E,MAIN,ST,,22902,,,,1759,530036000,Office Building,1900.0,1818.0,12.0,2.0,"123 MAIN ST Charlottesville, VA"
1419,1828,38.0275436,-78.5090694,7881935,1800,506,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1828,530075000,Restaurant,1920.0,2172.0,12.0,2.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1420,1829,38.0275436,-78.5090694,7881935,1800,507,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1829,530075000,Restaurant,1920.0,420.0,12.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1421,1831,38.028643,-78.5090309,7881935,1800,907,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1831,530077A00,Office Building,1920.0,5744.0,10.0,2.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1422,1832,38.0275436,-78.5090694,7881935,1800,709,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1832,530077B00,Office Building,1920.0,4910.0,10.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1423,1833,38.0275436,-78.5090694,7881935,1800,710,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1833,530077C00,Office Building,1920.0,4436.0,12.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1424,1868,38.028643,-78.5090309,7671708,1800,20,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1868,530097000,Office Building,1920.0,15102.0,10.0,3.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1425,1869,38.0275436,-78.5090694,7671708,1800,21,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1869,530098000,Office Building,1900.0,754.0,12.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1426,1902,38.0384359,-78.488764072651,438615158,629,B,APT,,BOOKER,ST,,22903,R,,,1902,530119000,Office Building,1920.0,214.0,12.0,1.0,"629 BOOKER ST Charlottesville, VA"
1427,1949,38.018686200000005,-78.49657549999998,1219918133,1049,,,,5TH,ST,SW,22903,R,emerickr,2014-10-31T14:05:14.000Z,1949,530180000,Office Building,1962.0,358.0,8.0,1.0,"1049 5TH ST Charlottesville, VA"
1428,1997,38.028643,-78.5090309,7881935,1800,906,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1997,530267000,Office Building,1925.0,1148.0,10.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1429,1998,38.0275436,-78.5090694,7881935,1800,712,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1998,530268000,Office Building,1923.0,1304.0,10.0,1.5,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1430,1133,38.03130170000001,-78.4827145,703321645,225,A,#,E,MAIN,ST,,22902,,PFAUTZ,2016-11-28T17:23:23.000Z,50483,330200140,Office Building,1987.0,2228.0,12.0,1.0,"225 MAIN ST Charlottesville, VA"
1431,1136,38.01932755,-78.4725516251771,116785126,1400,24,#,,MONTICELLO,RD,,22902,R,PFAUTZ,2016-11-28T17:23:24.000Z,50485,330200170,Office Building,1987.0,2601.0,12.0,1.0,"1400 MONTICELLO RD Charlottesville, VA"
1432,1351,38.0307356,-78.48081599999998,68973283,123,1,#,E,MAIN,ST,,22902,,PFAUTZ,2016-11-28T17:23:23.000Z,50556,350067100,Restaurant,1967.0,1394.0,12.0,1.0,"123 MAIN ST Charlottesville, VA"
1433,1469,38.0312755714286,-78.5031075714286,6827176,429,1B,#,,MONROE,LN,,22903,R,PFAUTZ,2016-11-28T17:23:26.000Z,50585,40A015000,Hotel Limited Service,,,,,"429 MONROE LN Charlottesville, VA"
1434,1797,38.0275209,-78.4742305,82579002,106,A3,#,,GOODMAN,ST,,22902,C,PFAUTZ,2016-11-28T17:23:27.000Z,50659,530058000,Retail Store,1934.0,2120.0,10.0,2.0,"106 GOODMAN ST Charlottesville, VA"
1435,1866,38.0483798469388,-78.5045045714286,179812130,1932,121,#,,ARLINGTON,BLVD,,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50684,530096301,Office,1926.0,4621.0,10.0,1.0,"1932 ARLINGTON BLVD Charlottesville, VA"
1436,1870,38.04827890000001,-78.50553740000001,179812130,1932,223,#,,ARLINGTON,BLVD,,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50686,530099000,Office Building,1825.0,3828.0,8.0,2.0,"1932 ARLINGTON BLVD Charlottesville, VA"
1437,1871,38.0483798469388,-78.5045045714286,179812130,1932,5A,#,,ARLINGTON,BLVD,,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50687,530099000,Office Building,1825.0,108.0,8.0,1.0,"1932 ARLINGTON BLVD Charlottesville, VA"
1438,1923,38.0631288,-78.492441,38217174,2115,D,#,,HYDRAULIC,RD,,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50691,530155000,Office Building,1964.0,23634.0,10.0,2.0,"2115 HYDRAULIC RD Charlottesville, VA"
1439,1935,38.0599894,-78.49503940000001,70910707,2114,228,#,,ANGUS,RD,,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50699,530162100,Office Building,1890.0,5368.0,14.0,2.0,"2114 ANGUS RD Charlottesville, VA"
1440,1936,38.059526,-78.495474,70910707,2114,230,#,,ANGUS,RD,,22901,C,PFAUTZ,2016-11-28T17:23:26.000Z,50700,530162100,Office Building,1890.0,10156.0,14.0,1.0,"2114 ANGUS RD Charlottesville, VA"
1441,1994,38.0483711122449,-78.5044897142857,182712163,1924,208,#,,ARLINGTON,BLVD,,22903,C,PFAUTZ,2016-11-28T17:23:26.000Z,50715,530264000,Office Building,1918.0,126.0,10.0,1.0,"1924 ARLINGTON BLVD Charlottesville, VA"
1442,1023,38.0360726,-78.4997347255967,497417425,301,3038,APT,,15TH,ST,NW,22903,R,,,1023,320161000,Office Building,1940.0,1346.0,12.0,2.0,"301 15TH ST Charlottesville, VA"
1443,1024,38.0370019,-78.4997891,497417425,301,4046,APT,,15TH,ST,NW,22903,R,,,1024,320161000,Office Building,1940.0,351.0,12.0,1.0,"301 15TH ST Charlottesville, VA"
1444,1025,38.0360726,-78.4997347255967,497417425,301,5005,APT,,15TH,ST,NW,22903,R,,,1025,320162000,Restaurant,1920.0,1848.0,12.0,1.0,"301 15TH ST Charlottesville, VA"
1445,1026,38.0370019,-78.4997891,497417425,301,5006,APT,,15TH,ST,NW,22903,R,,,1026,320162000,Restaurant,1920.0,1848.0,12.0,1.0,"301 15TH ST Charlottesville, VA"
1446,1027,38.0370019,-78.4997891,497417425,301,5014,APT,,15TH,ST,NW,22903,R,,,1027,320163000,Restaurant,1920.0,1840.0,12.0,2.0,"301 15TH ST Charlottesville, VA"
1447,1091,38.0306941,-78.4909651515294,13933199,725,4B,UNIT,,WALKER,SQ,,22903,R,,,1091,330116000,Apartments over 20 units,1929.0,34190.0,8.0,5.0,"725 WALKER SQ Charlottesville, VA"
1448,1180,38.02693259999999,-78.51146290000001,83631295,1904,4,APT,,JEFFERSON PARK,AVE,,22903,R,,,1180,330223000,Office Building,1920.0,2032.0,8.0,1.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1449,1216,38.0294292,-78.50678020000001,7499535,209,B,APT,,VALLEY,RD,,22903,R,,,1216,330248000,Retail Store,1920.0,1650.0,12.0,1.0,"209 VALLEY RD Charlottesville, VA"
1450,1291,38.02693,-78.5115131264789,83631295,1904,2,APT,,JEFFERSON PARK,AVE,,22903,R,,,1291,340088000,Office Building,1950.0,4846.0,12.0,1.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1451,1292,38.02693259999999,-78.51146290000001,83631295,1904,3,APT,,JEFFERSON PARK,AVE,,22903,R,,,1292,340088000,Office Building,1950.0,12826.0,12.0,1.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1452,1459,38.0360726,-78.4997347255967,497417425,301,2040,APT,,15TH,ST,NW,22903,R,,,1459,40A004000,Office Building,1962.0,7800.0,12.0,1.5,"301 15TH ST Charlottesville, VA"
1453,1153,38.042783,-78.510077,297213680,2021,C10,APT,,IVY,RD,,22903,R,,,1153,330207000,Bank,1984.0,4082.0,12.0,2.0,"2021 IVY RD Charlottesville, VA"
1454,1186,38.0341361,-78.4808684520083,593716648,11,54,APT,,ALTAMONT,CIR,,22902,R,,,1186,330229000,Retail Store,1920.0,2324.0,12.0,1.0,"11 ALTAMONT CIR Charlottesville, VA"
1455,1202,38.0425036,-78.49288309999999,290313519,1129,6B,APT,,PRESTON,AVE,,22903,R,emerickr,2014-12-02T15:04:37.000Z,1202,330240100,Retail Store,1985.0,200.0,10.0,1.0,"1129 PRESTON AVE Charlottesville, VA"
1456,1217,38.042783,-78.510077,297213767,2021,B5,APT,,IVY,RD,,22903,R,,,1217,330248000,Retail Store,1920.0,1650.0,12.0,1.0,"2021 IVY RD Charlottesville, VA"
1457,1219,38.042783,-78.510077,297213764,2021,A2,APT,,IVY,RD,,22903,R,,,1219,330248000,Retail Store,1920.0,3300.0,12.0,3.0,"2021 IVY RD Charlottesville, VA"
1458,1220,38.041824,-78.510053,297213764,2021,A10,APT,,IVY,RD,,22903,R,,,1220,330254000,Group Care Home,1920.0,5227.0,20.0,1.0,"2021 IVY RD Charlottesville, VA"
1459,1376,38.0341836,-78.4808704,593716648,11,25,APT,,ALTAMONT,CIR,,22902,R,,,1376,350114000,Kennels,1998.0,5935.0,18.0,2.0,"11 ALTAMONT CIR Charlottesville, VA"
1460,1440,38.042783,-78.510077,297213680,2021,C8,APT,,IVY,RD,,22903,R,,,1440,400001400,Multiple Commercial Use,1961.0,2972.0,12.0,1.0,"2021 IVY RD Charlottesville, VA"
1461,1441,38.042783,-78.510077,297213767,2021,B4,APT,,IVY,RD,,22903,R,,,1441,400001400,Multiple Commercial Use,1961.0,7884.0,12.0,2.0,"2021 IVY RD Charlottesville, VA"
1462,1447,38.042783,-78.510077,297213767,2021,B11,APT,,IVY,RD,,22903,R,,,1447,400002500,Fast Food Restaurant,2017.0,,,,"2021 IVY RD Charlottesville, VA"
1463,1448,38.042783,-78.510077,297213767,2021,B12,APT,,IVY,RD,,22903,R,,,1448,400002600,Retail Store,1968.0,2575.0,12.0,1.0,"2021 IVY RD Charlottesville, VA"
1464,1449,38.041824,-78.510053,297213764,2021,A7,APT,,IVY,RD,,22903,R,,,1449,400002700,Fast Food Restaurant,1987.0,3439.0,12.0,1.0,"2021 IVY RD Charlottesville, VA"
1465,1450,38.042783,-78.510077,297213764,2021,A8,APT,,IVY,RD,,22903,R,,,1450,400004000,Office Building,1967.0,41772.0,12.0,6.0,"2021 IVY RD Charlottesville, VA"
1466,1669,38.042783,-78.510077,297213680,2021,C9,APT,,IVY,RD,,22903,R,,,1669,500035000,Office Building,1910.0,108.0,10.0,1.0,"2021 IVY RD Charlottesville, VA"
1467,1671,38.042783,-78.510077,297213764,2021,A9,APT,,IVY,RD,,22903,R,,,1671,500038000,Service Repair Garage,1969.0,6048.0,14.0,1.0,"2021 IVY RD Charlottesville, VA"
1468,1875,38.0284773,-78.51057519999998,7663802,1815,13,APT,,JEFFERSON PARK,AVE,,22903,R,,,1875,530100000,Multiple Commercial Use,1897.0,1040.0,12.0,1.0,"1815 JEFFERSON PARK AVE Charlottesville, VA"
1469,1877,38.02693259999999,-78.51146290000001,83631295,1904,25,APT,,JEFFERSON PARK,AVE,,22903,R,,,1877,530101000,Office Building,1920.0,1625.0,8.0,1.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1470,1898,38.02693259999999,-78.51146290000001,83631295,1904,30,APT,,JEFFERSON PARK,AVE,,22903,R,,,1898,530118000,Office Building,1930.0,4222.0,12.0,2.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1471,1899,38.02693,-78.5115131264789,83631295,1904,31,APT,,JEFFERSON PARK,AVE,,22903,R,,,1899,530118000,Office Building,1930.0,121.0,12.0,1.0,"1904 JEFFERSON PARK AVE Charlottesville, VA"
1472,1900,38.0292497,-78.5101313,7479557,112,11,APT,,MONTEBELLO,CIR,,22903,R,,,1900,530119000,Office Building,1920.0,1973.0,12.0,2.5,"112 MONTEBELLO CIR Charlottesville, VA"
1473,1901,0.0,0.0,561116309,205,2,APT,,14TH,ST,NW,22903,R,,,1901,530119000,Office Building,1920.0,1800.0,12.0,2.0,"205 14TH ST Charlottesville, VA"
1474,1989,38.02932075,-78.5100591982524,7479557,112,4,APT,,MONTEBELLO,CIR,,22903,R,,,1989,530261000,Apartments 1-10 units,1833.0,178.0,10.0,1.0,"112 MONTEBELLO CIR Charlottesville, VA"
1475,1103,38.0275436,-78.5090694,7881935,1800,503,UNIT,,JEFFERSON PARK,AVE,,22903,R,,,1103,330175000,Restaurant,1905.0,173.0,12.0,1.0,"1800 JEFFERSON PARK AVE Charlottesville, VA"
1476,1190,38.0381083,-78.5148525,455715274,2014,,,,LEWIS MOUNTAIN,RD,,22903,R,EMERICKR,2015-08-24T17:30:04.000Z,1190,330233000,Mixed Retail w/Res Units,1928.0,1878.0,12.0,1.0,"2014 LEWIS MOUNTAIN RD Charlottesville, VA"
1477,1010,38.0450552786211,-78.5040654928788,225812760,130,4,#,,UNIVERSITY,GDNS,,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50452,320148000,Restaurant,1920.0,4480.0,10.0,2.0,"130 UNIVERSITY GDNS Charlottesville, VA"
1478,1028,38.0305424,-78.4643825,70228587,510,1,#,,MEADE,AVE,,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50456,320164000,Restaurant,2001.0,304.0,10.0,1.0,"510 MEADE AVE Charlottesville, VA"
1479,1030,38.028396799999996,-78.46331670000001,79018908,414,B,#,,FAIRWAY,AVE,,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50457,320165100,Restaurant,1935.0,3046.0,12.0,1.0,"414 FAIRWAY AVE Charlottesville, VA"
1480,1037,38.02381795,-78.4806713235402,99332481,614,B,#,,BOLLING,AVE,,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50460,320174000,Office Building,1920.0,2997.0,12.0,1.0,"614 BOLLING AVE Charlottesville, VA"
1481,1039,38.0270676,-78.5064834058399,84101323,114,B,#,,DAVID,TER,,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50461,320174000,Office Building,1920.0,2997.0,12.0,1.0,"114 DAVID TER Charlottesville, VA"
1482,1054,38.0590584,-78.48874839999998,74110793,2021,G,#,,MICHIE,DR,,22901,R,PFAUTZ,2016-11-28T17:23:17.000Z,50462,320195000,Office Building,1956.0,3652.0,8.0,2.0,"2021 MICHIE DR Charlottesville, VA"
1483,1057,38.014024,-78.4699282681532,132766975,1002,310,#,,LINDEN,AVE,,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50463,320198000,Hotel,1957.0,1913.0,14.0,1.0,"1002 LINDEN AVE Charlottesville, VA"
1484,1062,38.0022348,-78.5258563,82581175,1623,A,#,,GROVE ST,EXT,,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50464,330002100,Apartments 11-20 Units,2001.0,13935.0,8.0,3.0,"1623 GROVE ST EXT Charlottesville, VA"
1485,1064,38.0267516,-78.50487159999999,85991397,317,B,#,,VALLEY RD,EXT,,22903,R,PFAUTZ,2016-11-28T17:23:17.000Z,50465,330005000,Church,1953.0,3280.0,30.0,1.0,"317 VALLEY RD EXT Charlottesville, VA"
1486,1067,38.02347555,-78.4701047856989,98892195,221,10,#,,CARLTON,RD,,22902,R,PFAUTZ,2016-11-28T17:23:17.000Z,50467,330060000,Apartments 1-10 units,1932.0,3868.0,8.0,2.0,"221 CARLTON RD Charlottesville, VA"
