RecordID_Int,ParcelNumber,UseCode,Style,Grade,ExtWalls,Roof,Flooring,BsmtType,Heating,Fireplace,YearBuilt,NoOfStories,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,SqFootageFinishedLiving,Basement,FinishedBasement
11096,520078000,Single Family-2 Conversion,2 Story,B,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,3,1858,2.00,11,6,0,4,0,3995,1961,847
11097,520079000,Single Family-1 Conversion,1 Story,B,Stucco,Shingles,Hardwood,Full Basement,Heat Pump,1,1952,1.00,6,3,0,2,0,1423,1150,1070
11098,520080000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1945,2.00,6,3,1,1,0,1434,717,0
11099,520081000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1951,1.00,6,2,0,1,0,1458,0,0
11100,520082000,Single Family,1 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1955,1.00,6,3,0,1,0,1132,1132,187
11101,520083000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,3,1938,1.50,13,3,1,3,2,1418,2985,0
11102,520086000,Single Family,1.5 Story,B -,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1938,1.66,6,2,0,2,0,1478,840,336
11103,520087000,Single Family,1 Story,B,Brick Veneer,Shingles,Other,Full Basement,Hot Water Radiator,1,1950,1.00,8,3,0,3,0,1512,1134,1021
11104,520088000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1947,1.50,7,3,1,3,0,2074,1351,324
11105,520089000,Single Family,1.5 Story,B,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1.50,8,4,0,2,1,1614,1146,318
11106,520090000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1937,1.00,6,2,0,2,0,1844,294,0
11107,520091000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1934,1.50,6,3,0,2,1,1396,481,0
11108,520092000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1938,1.50,6,3,0,2,1,1350,432,0
11109,520093000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1953,1.00,4,2,0,1,0,908,0,0
11110,520094000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1931,2.00,6,3,0,2,0,1420,710,340
11111,520095000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1954,1.50,7,3,0,3,0,1952,800,400
11112,520096000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1941,1.50,6,3,0,2,1,2417,975,244
11113,520097000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1932,2.00,6,3,0,2,0,1702,726,388
11114,520098000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1931,2.00,7,3,1,1,1,1976,1057,
11115,520099000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1950,1.50,8,3,0,2,0,1664,0,0
11116,520100000,Single Family,1.5 Story,B,Brick Veneer,Architectural Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1930,1.50,6,1,1,1,0,2124,1448,
11117,520101000,Single Family,2 Story,B,Brick Veneer,Shingles,Other,Cellar,Hot Water Radiator,1,1938,2.00,7,3,0,3,0,1975,853,
11118,520102000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1925,2.00,8,4,1,2,0,3922,853,
11119,520103000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,2.00,9,4,0,2,0,2005,998,202
11120,520104000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1930,2.00,7,3,2,1,1,1831,813,813
11121,520105000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1929,2.00,13,6,2,3,2,4158,1985,1227
11122,520106000,Single Family,2 Story,B,Brick Veneer,Shingles,None,Partial Basement,Hot Water Radiator,0,1940,2.00,8,4,1,2,0,2534,1416,455
11123,520107000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1940,2.00,7,3,1,2,1,2127,1131,483
11124,520108000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1930,2.00,8,3,1,2,1,2072,1136,144
11125,520109000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1930,2.00,8,4,1,3,1,2860,961,100
11126,520110000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1939,2.00,8,4,1,2,0,2310,945,473
11127,520111000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1952,1.50,8,3,0,2,0,1737,750,0
11128,520112000,Single Family,2 Story,A -,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1925,2.00,8,3,1,2,0,2266,962,
11129,520112000,Single Family,1.5 Story,C,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,0,1925,1.50,4,2,0,2,0,1083,,
11130,520113000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1948,2.00,6,3,0,3,0,2689,1084,0
11131,520114000,Single Family,2 Story,A -,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1928,2.00,12,5,,4,0,3295,989,
11132,520115000,Condo Common Area,,,,,,,,,,,,,,,,,0,0
11133,520115100,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11134,520115101,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11135,520115110,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11136,520115120,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11137,520115130,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11138,520115140,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11139,520115150,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11140,520115160,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11141,520115170,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11142,520115180,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11143,520115190,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11144,520115200,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11145,520115201,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11146,520115210,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11147,520115220,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11148,520115230,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11149,520115240,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11150,520115300,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11151,520115400,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,889,0,0
11152,520115500,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11153,520115600,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11154,520115700,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11155,520115800,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11156,520115900,Condominium,1 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1965,1.00,4,2,0,1,0,1037,0,0
11157,520116000,Single Family,2 Story,B,Stucco,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1920,2.00,7,4,1,2,0,2288,519,0
11158,520117000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Cellar,Hot Water Radiator,0,1952,1.00,4,2,0,1,0,855,428,0
11159,520118000,Single Family,1.5 Story,C,Brick Veneer,Copper,Hardwood,Full Basement,Hot Water Radiator,2,1946,1.66,6,3,1,2,1,1411,936,
11160,520119000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11161,520120000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11162,520121000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11163,520122000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11164,520123000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11165,520124000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11166,520125000,Single Family,1.5 Story,B,Stucco/Masonry,Shingles,Hardwood,Partial Basement,Heat Pump,0,1949,1.66,5,2,0,2,0,1645,482,
11167,520126000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1940,1.00,6,3,1,1,0,2077,601,0
11168,520127000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,0,1928,1.00,6,3,0,1,0,1440,463,
11169,520128000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1925,2.00,6,3,1,1,0,2064,400,0
11170,520129000,Single Family,2 Story,B,Brick Veneer,Shingles,Other,Partial Basement,Forced Air,1,1931,2.00,6,2,1,1,0,1618,682,0
11171,520130000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1931,2.00,7,3,1,3,0,1998,682,
11172,520131000,Single Family,1.5 Story,C +,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1950,1.66,8,4,0,2,0,2130,1148,150
11173,520131000,Single Family,1 Story,C,Brick Veneer,Shingles,None,Basement Garage,Hot Water Radiator,0,1957,1.00,3,1,0,1,0,636,636,
11174,520132000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Heat Pump,0,2000,2.00,5,2,1,2,0,1786,500,0
11175,520133000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1935,1.50,5,3,0,2,1,1439,900,0
11176,520134000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Baseboard,0,1988,1.50,0,3,0,3,0,1224,816,816
11177,520135000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1928,2.00,8,4,0,2,0,1907,447,0
11178,520136000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1930,2.00,6,3,0,2,0,1516,379,0
11179,520137000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1955,1.00,8,3,0,2,0,1323,997,499
11180,520139000,Single Family,2.5 Story,B,Brick Veneer,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1935,2.50,8,3,1,2,0,1753,355,
11181,520140000,Single Family,1 Story,B,Brick Veneer,Shingles,Other,No Basement,Forced Air,1,1955,1.00,6,3,0,1,0,1199,0,0
11182,520141000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1950,1.70,6,5,0,2,0,1428,849,428
11183,520142000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1950,1.50,7,4,0,2,0,1486,849,
11184,520143000,Single Family,1 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,1,1950,1.00,6,4,0,1,0,1260,849,0
11185,520144000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1955,1.00,4,2,0,1,0,843,843,0
11186,520145000,Single Family,2 Story,B,Aluminum,Shingles,Other,Full Basement,Hot Water Radiator,0,1930,2.00,5,3,0,2,0,1551,926,0
11187,520146000,Single Family,2 Story,B,Hardy Board,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1938,2.00,6,3,0,2,0,1044,472,472
11188,520147000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1935,1.50,8,4,1,2,0,1583,676,100
11189,520148000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1930,1.40,8,4,0,3,1,1873,627,439
11190,520149000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Other,Partial Basement,Hot Water Radiator,1,1930,1.50,5,2,2,1,1,1599,533,0
11191,520150000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1948,1.00,5,2,0,1,0,994,994,0
11192,520151000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Other,Partial Basement,Hot Water Radiator,1,1941,1.50,8,4,0,3,1,1489,982,737
11193,520152000,Single Family-2 Conversion,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Heat Pump,2,1941,1.00,9,3,0,4,0,2053,0,0
11194,520154000,Single Family,2 Story,B,Brick Veneer,Metal,Hardwood,Partial Basement,Hot Water Radiator,2,1916,2.00,8,5,1,2,0,2821,1028,
11195,520155000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1951,1.00,4,2,1,1,0,1153,841,
11196,520156000,Single Family,1 Story,B,Aluminum,Shingles,Hardwood,No Basement,Heat Pump,0,1953,1.00,4,2,0,1,0,860,0,0
11197,520156100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,1,1953,1.00,5,2,0,2,0,1482,,
11198,520157000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1914,2.00,8,4,0,2,0,2732,,
11199,520157100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1.00,5,2,1,1,0,1100,1100,0
11200,520158000,Single Family,2 Story,B,Aluminum,Architectural Shingles,Hardwood,No Basement,Forced Air,3,1920,2.00,7,4,0,3,0,2388,,
11201,520158000,Single Family,2 Story,B,Stucco,Rubber,Hardwood,Full Basement,Heat Pump,0,2008,2.00,4,1,0,2,0,1507,686,
11202,520159000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1952,1.50,6,3,1,2,0,1413,942,0
11203,520160000,Single Family-1 Conversion,2 Story,B -,Stucco,Metal,Hardwood,Full Basement,Hot Water Radiator,1,1920,2.00,11,4,0,2,0,2052,1026,
11204,520160100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1951,1.00,7,3,0,2,0,1042,1042,1042
11205,520161000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1920,2.00,8,4,1,1,0,2074,519,0
11206,520161100,Duplex,1 Story,B,Brick Veneer,Shingles,W/W Carpet,Full Basement,Heat Pump,0,1990,1.00,8,4,0,2,0,805,805,805
11207,520162000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Baseboard,0,1961,1.50,10,5,0,3,0,1507,840,720
11208,520162100,Single Family-1 Conversion,2 Story,B,Aluminum,Metal,Hardwood,No Basement,Heat Pump,0,1920,2.00,9,4,0,2,0,2082,0,0
11209,520163000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Heat Pump,1,1951,1.75,10,4,0,4,0,1914,768,698
11210,520164000,Single Family,2 Story,B,Stucco,Metal,Hardwood,No Basement,Forced Air,1,1920,2.00,7,3,0,3,0,1848,,
11211,520165000,Single Family,2 Story,B,Stucco,Metal,Hardwood,Full Basement,Hot Water Radiator,1,1920,2.00,8,4,0,2,0,2035,1132,0
11212,520166000,Single Family-1 Conversion,1.5 Story,B,Asbestos,Metal,Hardwood,No Basement,Heat Pump,1,1949,1.50,7,3,0,2,0,1548,0,0
11213,520167000,Single Family,2 Story,B,Stucco,Metal,Hardwood,No Basement,Hot Water Radiator,1,1890,2.00,8,4,0,2,0,2317,0,0
11214,520168000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,2.00,6,2,1,1,0,1547,171,0
11215,520169000,Single Family,2 Story,B,Stucco,Metal,Hardwood,No Basement,Forced Air,0,1920,2.00,7,4,0,2,0,1981,0,0
11216,520170000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,No Basement,Forced Air,2,1920,2.00,8,3,1,2,0,2530,0,0
11217,520171000,Single Family,2 Story,B,Concrete Block,Metal,Hardwood,No Basement,Hot Water Radiator,4,1912,2.00,7,3,1,1,0,2366,0,0
11218,520172000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1958,1.50,6,4,0,2,0,1371,858,336
11219,520172100,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1958,1.00,7,2,0,2,0,1109,1109,1109
11220,520172200,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1.50,6,2,0,1,0,1224,816,408
11221,520172300,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1958,1.00,6,3,0,2,0,1015,1015,815
11222,520172400,Single Family,1 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1.00,6,3,2,2,0,1566,792,
11223,520172500,Single Family,1 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1958,1.00,4,2,0,1,0,960,779,
11224,520173000,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1958,1.00,6,3,0,1,0,1056,770,
11225,520173100,Single Family,1.5 Story,B +,Brick Veneer,Architectural Shingles,Hardwood,Full Basement,Forced Air,0,1964,1.50,7,3,0,3,0,1215,810,405
11226,520173200,Single Family,Contemporary,A,Wood,Shingles,Hardwood,Partial Basement,Forced Air,2,2001,2.50,8,3,0,3,0,3203,561,100
11227,520174000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1959,1.00,8,3,0,2,0,1011,1011,915
11228,520175000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1951,1.50,7,3,0,2,0,1549,1110,
11229,520176000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1953,1.50,7,3,0,3,0,1715,1143,686
11230,520177000,Single Family,1 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1958,1.00,5,3,1,2,0,1183,900,225
11231,520178000,Single Family,1.5 Story,B,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1953,1.50,6,3,1,2,0,2199,1050,
11232,520179000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1954,1.75,11,4,1,2,0,1943,1014,504
11233,520180000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1955,1.50,7,3,0,2,1,1764,632,0
11234,520181000,Single Family Attached,2 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1981,2.00,6,3,1,1,0,1200,0,0
11235,520181100,Single Family Attached,2 Story,B,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,1,1981,2.00,6,3,1,1,0,1200,0,0
11236,520182000,Single Family,1 Story,B,Brick Veneer,Shingles,Other,No Basement,Forced Air,1,1950,1.00,5,2,0,1,0,963,0,0
11237,520183000,Single Family,2 Story,A,Stucco,Metal,Hardwood,Full Basement,Hot Water Radiator,3,1900,2.00,12,5,1,3,0,3598,1931,1159
11238,520183100,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,No Basement,Forced Air,0,1991,1.50,6,3,0,3,0,2180,0,0
11239,520184000,Single Family,2 Story,A,Wood,Metal,Hardwood,Partial Basement,Undefined,7,1884,2.00,12,6,1,3,0,4077,393,
11240,520184100,Single Family,2 Story,A,Metal,Metal,Hardwood,No Basement,Radiant,0,1998,2.50,6,3,1,2,0,2897,0,0
11241,520185000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1880,2.00,15,5,2,3,0,6233,2409,676
11242,520185100,Single Family,Contemporary,B,Metal,Metal,Hardwood,No Basement,Heat Pump,0,2005,2.00,7,3,1,3,0,4308,0,0
11243,520185200,Vacant Land,,,,,,,,,,,,,,,,,0,0
11244,520185300,Vacant Land,,,,,,,,,,,,,,,,,0,0
11245,520185400,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Cellar,Forced Air,0,1920,1.50,5,2,0,2,0,1140,193,
11246,520185500,Vacant Land,,,,,,,,,,,,,,,,,0,0
11247,520186000,Single Family,2 Story,A,Wood Shingle,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1920,2.00,12,4,1,3,0,4102,1352,912
11248,520187000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11249,520187100,Single Family,2 Story,B,Hardy Board,Shingles,Hardwood,Full Basement,Heat Pump,4,2012,2.00,11,4,1,2,0,2528,1180,
11250,520188000,Single Family,2 Story,A,Stucco,Metal,Hardwood,Partial Basement,Heat Pump,4,1920,2.00,8,4,1,2,0,3915,886,0
11251,520189000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,6,1905,2.00,11,4,1,2,0,3495,792,0
11252,520190000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1910,2.00,9,4,1,3,0,3329,701,
11253,520190000,Single Family,1 Story,C +,Brick Veneer,Slate,Hardwood,No Basement,Heat Pump,0,2012,1.00,2,0,1,0,0,688,,
11254,520191000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11255,530001000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,3,1860,2.00,9,4,1,3,0,3733,470,0
11256,530002000,Vacant Land,,,,,,,,,,,,,,,,,0,0
11257,530005000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1921,2.00,15,5,1,3,0,2436,1298,1123
11258,530006000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1935,2.00,8,4,1,2,0,2414,433,0
11259,530007000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1936,2.00,8,3,1,3,0,2145,762,0
11260,530008000,Single Family,2 Story,A,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1929,2.00,8,4,1,2,0,3298,617,0
11261,530013000,Single Family,1.5 Story,B,Asbestos,Shingles,Hardwood,No Basement,Forced Air,0,1900,1.50,7,4,1,1,0,1596,0,0
11262,530014000,Single Family,1.5 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1925,1.50,6,4,0,2,0,1689,0,0
11263,530015000,Single Family,1.5 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Forced Air,0,1925,1.50,6,3,0,1,0,1637,0,0
11264,530016000,Single Family,2 Story,B,Brick Veneer,Metal,Hardwood,No Basement,Hot Water Radiator,0,1910,2.00,7,3,0,2,0,1560,,
11265,530016000,Single Family,2 Story,C,Wood,Metal,Hardwood,No Basement,Forced Air,0,1930,2.00,4,2,1,1,0,2017,,
11266,530016200,Parking Lot,,,,,,,,,,,,,,,,,0,0
11267,530017000,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1947,1.00,4,2,0,1,0,805,0,0
11268,530018000,Single Family-1 Conversion,1 Story,B,Brick Veneer,Shingles,Other,Full Basement,Hot Water Radiator,0,1925,1.00,6,3,0,2,0,720,720,720
11269,530018100,Vacant Land,,,,,,,,,,,,,,,,,0,0
11270,530019000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1912,1.50,6,2,0,2,0,1563,782,0
11271,530020000,Single Family-1 Conversion,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1925,1.00,6,3,0,2,0,865,794,400
11272,530020100,Single Family,1 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,1,1953,1.00,6,3,0,1,0,908,908,174
11273,530027000,Parking Lot,,,,,,,,,,,,,,,,,0,0
11274,530028000,Parking Lot,,,,,,,,,,,,,,,,,0,0
11275,530031100,Vacant Land,,,,,,,,,,,,,,,,,0,0
11276,530039100,Vacant Land,,,,,,,,,,,,,,,,,0,0
11277,530054108,Office,,,,,,,,,,,,,,,,,0,0
11278,530054301,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.5,5,2,1,2,,1542,0,0
11279,530054302,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,2,1987,1.5,6,3,1,2,,1644,0,0
11280,530054303,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.00,5,2,0,2,,1233,0,0
11281,530054304,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.00,5,2,0,2,,1288,0,0
11282,530054305,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.00,4,2,0,2,,1080,0,0
11283,530054306,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.5,5,2,1,2,,1946,0,0
11284,530054307,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,1,1987,1.5,6,3,0,3,,1713,0,0
11285,530054308,Condominium,Condominimum,B,Stucco/Masonry,Metal,None,No Basement,Heat Pump,0,1987,1.5,4,1,0,2,,1589,0,0
11286,530054AA0,Condo Common Area,,,,,,,,,,,,,,,,,0,0
