objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
2171,38.03565939110988,-78.49195352359112,542616142,911,B,#,NA,PAOLI,ST,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50760,17A047000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,NA,1959,1,5,3,0,1,NA,920,920,NA
2072,38.02360021187081,-78.51379989541326,99442589,111,B,#,NA,RAYMOND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50745,170080101,Condominium,1 Story,C,Wood,Shingles,W/W Carpet,No Basement,Forced Air,0,1973,1,5,3,0,2,NA,876,0,0
2180,38.04141854479987,-78.4938680315468,357814149,728,B,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50761,17A053200,Duplex,2 Story,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1,1989,2,9,5,1,3,0,1388,694,694
2181,38.041410372978405,-78.49388239882231,357814149,726,C,#,NA,MADISON,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50762,17A054100,Duplex,2 Story,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1,1991,2,9,5,1,3,0,1388,694,694
2212,38.02197616714565,-78.5182250522852,107803496,2411,A,#,NA,SUNSET,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50764,180008000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1925,2,5,3,1,2,0,1590,795,0
2213,38.023320314207595,-78.51397034251363,102012777,108,B,#,NA,RAYMOND,AVE,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50765,180009000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1941,2,6,3,1,1,0,1617,728,NA
2062,38.0150011132363,-78.51506276851993,133336715,230,B,APT,NA,OLD LYNCHBURG,RD,NA,22903,R,NA,NA,2062,170066000,Single Family-1 Conversion,1.5 Story,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1934,1.5,9,5,0,3,0,1632,1088,300
2193,38.04266992603408,-78.50002041655472,299313611,611,215,#,NA,RUGBY,RD,NA,22903,R,PFAUTZ,2016-11-28T17:23:02Z,50763,17A062000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1947,1,4,2,0,1,0,936,600,0
2346,38.03788726512073,-78.46134552662785,46237889,1217,A,APT,NA,RIVER VISTA,AVE,NA,22901,R,NA,NA,2346,18A025000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2354,38.03782868345128,-78.46118512968565,46487892,1219,B,APT,NA,RIVER VISTA,AVE,NA,22901,R,NA,NA,2354,18A032100,Single Family Attached,1 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1983,1,6,4,0,4,0,756,756,756
2798,38.036675513111724,-78.47027058926713,511415801,748,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2798,200087000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Floor Furnace,0,1940,1,5,2,0,1,0,826,420,NA
2799,38.036425257832434,-78.47213478919953,514115892,673,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2799,200088000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1955,1.5,7,3,0,2,0,1723,1120,0
2800,38.036407640060375,-78.47082650875225,518915875,741,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2800,200089000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1928,1,6,3,0,1,0,1124,1124,180
2801,38.036214110849805,-78.47243250845064,520515938,661,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2801,200091000,Single Family-2 Conversion,1.5 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1940,1.5,14,6,0,4,0,1778,495,495
2802,38.03644321454099,-78.4704001057954,521115884,744,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2802,200092000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Full Basement,Floor Furnace,0,1930,1,6,3,0,1,0,1158,974,NA
2803,38.06528273621222,-78.46778700284959,19310013,2308,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2803,200093000,Single Family,1.5 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1915,1.5,9,4,0,2,0,2070,1380,0
2804,38.065168394249774,-78.46823174321453,20610038,2309,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,2804,200093100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2805,38.01720163396116,-78.47437362592629,126815984,1115,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,2805,200094000,Single Family-1 Conversion,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,2,1954,1,11,5,0,3,0,1569,1461,500
2806,38.0173179084733,-78.47774145671376,126855970,1000,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2806,200095000,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1910,1.75,7,4,0,2,0,1243,355,NA
2807,38.01702589238766,-78.47627544711169,127156023,1017,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2807,200096000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.75,7,3,1,1,0,1753,445,NA
2808,38.03630149653863,-78.47089315842274,523215923,739,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2808,200097000,Single Family,1.5 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1920,1.75,7,3,0,2,0,1158,566,0
2809,38.03617299375307,-78.4704821198734,530115980,740,NA,NA,NA,LEXINGTON,AVE,NA,22902,R,NA,NA,2809,200098000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.5,6,3,1,1,0,1257,381,0
2810,38.03610021031062,-78.47345762195461,530816013,638,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2810,200099000,Single Family,1 Story,C,Aluminum,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1920,1,5,3,0,1,0,1339,446,0
2811,38.03606357448462,-78.47198306451149,536416049,670,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2811,200100000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,9,4,0,2,0,1031,819,750
2812,38.035930884233935,-78.47244836903086,537416077,660,NA,NA,NA,EVERGREEN,AVE,NA,22902,R,NA,NA,2812,200100100,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,9,5,0,3,0,1064,813,800
2006,38.02875422922789,-78.50912495561258,7671708,1800,22,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2006,170022001,Duplex,2 Story,B,Vinyl,Architectural Shingles,Pre-Fab Wd,No Basement,Heat Pump,NA,2017,2,14,8,NA,10,NA,3584,NA,NA
2817,38.02192902287564,-78.48401455227639,107773499,1106,NA,NA,NA,RAYON,ST,NA,22902,R,NA,NA,2817,200105000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,No Basement,Heat Pump,0,1965,1,4,2,0,1,0,788,NA,NA
2818,38.02172244441959,-78.48332123452532,108713649,1105,NA,NA,NA,6TH,ST,SE,22902,R,NA,NA,2818,200105100,Single Family,1 Story,C,Wood,Shingles,Hardwood,No Basement,Baseboard,0,1965,1,4,2,0,1,0,784,0,0
2819,38.02111331500228,-78.4813006761945,111424016,1100,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,2819,200106000,Single Family,2 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,1,1920,2,7,3,1,1,0,1330,572,NA
2504,38.02875422922789,-78.50912495561258,7881935,1800,705,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2504,190021000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1930,2,7,4,1,2,0,1846,923,0
2820,38.02102845724505,-78.48174674622132,111524053,1107,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,2820,200107000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1916,2,6,2,1,1,0,1242,271,NA
2507,38.02875422922789,-78.50912495561258,7881935,1800,611,UNIT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2507,190024100,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1959,2,7,3,2,1,0,1854,765,0
2821,38.02735960736712,-78.47383817879461,139289027,808,NA,NA,NA,LYMAN,ST,NA,22902,R,NA,NA,2821,200108000,Single Family,1.5 Story,C,Brick Veneer,Shingles,None,Full Basement,Hot Water Radiator,2,1947,1.5,9,3,1,1,0,2431,1156,0
2822,38.02190319303605,-78.49158478363175,107983527,808,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2822,200109000,Single Family,1.5 Story,C,Aluminum,Shingles,Other,Full Basement,Forced Air,1,1945,1.5,6,4,0,1,0,1217,776,0
2823,38.02181622438775,-78.49214357929688,108123539,815,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2823,200110000,Single Family,1 Story,C,Precast Panel,Shingles,Hardwood,Cellar,Heat Pump,0,1946,1,5,2,0,1,0,834,0,0
2826,38.020752573782005,-78.49295001103488,111804154,837,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2826,200113000,Duplex,2 Story,C,Brick Veneer,Shingles,None,Partial Basement,Baseboard,0,1966,2,8,4,0,2,0,1966,0,0
2827,38.0206297034742,-78.49307645474921,112004241,839,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,2827,200113100,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1920,1.5,8,3,0,2,0,1295,810,NA
2824,38.01873709005572,-78.46855795818979,121465335,1408,NA,NA,NA,HAMPTON,ST,NA,22902,R,NA,NA,2824,200111000,Single Family,2 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Forced Air,0,1920,2,8,4,0,1,0,1380,340,NA
2829,38.019454862307896,-78.48326549080376,118234953,1312,NA,NA,NA,EARLY,ST,NA,22902,R,NA,NA,2829,200113300,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2830,38.043833318897946,-78.48601650495395,279413382,1216,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2830,200114000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,No Basement,Forced Air,1,1949,1,7,3,0,2,0,1207,0,0
2831,38.0434117543515,-78.4858065394327,294113546,1213,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2831,200115000,Duplex,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1949,1,6,3,0,2,0,1269,852,NA
2832,38.0433321899869,-78.48499247576957,294413543,1206,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,2832,200116000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,2,6,2,0,2,0,1456,716,0
2833,38.04278652941174,-78.48642695694575,307813713,1519,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2833,200117000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Full Basement,Heat Pump,0,1920,2,8,3,0,2,0,1612,1022,432
2834,38.04278088603838,-78.48581221037578,308013729,1515,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2834,200118000,Single Family,2 Story,C,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1916,2,5,2,0,1,0,1056,528,NA
2007,38.04839232762962,-78.50546451277404,179812130,1932,7,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:26Z,50719,170024000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1937,1,6,3,0,2,0,1697,1128,480
2148,38.04839232762962,-78.50546451277404,179812130,1932,119,#,NA,ARLINGTON,BLVD,NA,22903,C,PFAUTZ,2016-11-28T17:23:27Z,50758,17A026000,Duplex,1 Story,B,Asbestos,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1949,1,10,6,0,4,0,3147,NA,NA
2048,38.05983791716913,-78.49520499190804,70910707,2114,106,#,NA,ANGUS,RD,NA,22901,C,PFAUTZ,2016-11-28T17:23:27Z,50736,1700577A0,Duplex,2 Story,C,Vinyl,Shingles,None,Full Basement,Heat Pump,0,2005,2,10,4,2,4,0,2400,1200,NA
2242,38.030509917799456,-78.47860983663018,70233279,406,102B,#,E,MARKET,ST,NA,22902,NA,PFAUTZ,2016-11-28T17:23:22Z,50776,180015310,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1961,1,9,5,0,2,0,1025,1025,756
2445,38.02909768660933,-78.50989539210781,7605635,106,5,APT,NA,MONTEBELLO,CIR,NA,22903,R,NA,NA,2445,18A128000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2339,38.023667618311634,-78.49061640958664,99962570,719,4,APT,NA,RIDGE,ST,NA,22902,R,NA,NA,2339,18A023000,Single Family-2 Conversion,2 Story,C,Brick Veneer,Shingles,None,Full Basement,Baseboard,0,1971,2,12,6,2,4,0,2156,1078,950
2133,38.02271164117921,-78.46274868163997,141893081,131,NA,NA,NA,FRANKLIN,ST,NA,22902,C,NA,NA,2133,17A016000,Single Family-2 Conversion,1.5 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1945,1.5,7,4,0,3,0,2269,435,0
2223,38.04391084457098,-78.46939083401072,278513376,600,NA,NA,NA,WILDER,DR,NA,22901,R,NA,NA,2223,180015140,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1,6,3,0,2,0,1021,1021,510
2319,38.02797538710376,-78.49842601109383,81131036,1018,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,2319,180555000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2492,38.06481161214454,-78.46615845995177,24610061,2306,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2492,190013000,Single Family,2 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1948,2,7,3,0,2,0,1474,737,221
2497,38.03995645995715,-78.48310042031969,393214615,1110,NA,NA,NA,FOREST,ST,NA,22903,C,NA,NA,2497,190016200,Single Family,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,2,1954,1,6,3,0,2,0,797,797,673
2009,38.02703947298597,-78.51159478812062,83631295,1904,26,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2009,170026000,Duplex,1.5 Story,C,Vinyl,Architectural Shingles,Hardwood,Partial Basement,Heat Pump,1,1925,1.5,7,5,0,3,0,1907,811,NA
2494,38.05150995282275,-78.48723043656646,148711698,1410,NA,NA,NA,GENTRY,LN,NA,22903,R,NA,NA,2494,190015000,Single Family-1 Conversion,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1948,2,8,4,0,2,0,1482,575,575
2493,38.04367410068502,-78.48894947417688,285313473,1620,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,2493,190014000,Single Family-1 Conversion,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1948,2,9,4,0,3,0,1666,761,381
2495,38.038725947994,-78.49293586260536,432515033,1012,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2495,190016000,Single Family,2 Story,B,Precast Panel,Shingles,Hardwood,No Basement,Forced Air,2,1954,2,10,4,0,2,0,2346,0,0
2496,38.03418367480077,-78.49009630240498,591716655,801,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,2496,190016100,Single Family,1 Story,C,Wood,Shingles,Hardwood,Cellar,Forced Air,1,1954,1,7,3,0,2,0,1948,204,0
2502,38.02703947298597,-78.51159478812062,83631295,1904,14,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,2502,190019000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1925,1.5,8,4,0,5,0,1723,1272,0
2815,38.03091319149631,-78.5027834272173,13937149,428,306,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00Z,50882,200103000,Single Family,1 Story,C,Wood,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1948,1,8,4,0,1,0,1307,0,0
2835,38.04277663716535,-78.48925177696118,315213748,1618,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2835,200118100,Single Family-1 Conversion,1 Story,B -,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1951,1,10,4,0,3,0,1260,846,846
2816,38.03091319149631,-78.5027834272173,13937149,428,307,#,NA,MONROE,LN,NA,22903,R,PFAUTZ,2016-11-28T17:23:00Z,50883,200104000,Single Family,1.5 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1,1948,1.66,8,4,0,2,0,1416,253,0
2210,38.02274041118922,-78.51695172178641,102693188,128,A,APT,NA,STRIBLING,AVE,NA,22903,R,NA,NA,2210,180006000,Single Family-1 Conversion,2 Story,C,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1912,2,7,4,0,2,0,2372,1076,1076
2211,38.02354275488757,-78.51730736963647,99732618,127,B,APT,NA,STRIBLING,AVE,NA,22903,R,NA,NA,2211,180007000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1963,1,5,3,0,2,0,1097,1097,400
2595,38.021180239867974,-78.4686395699509,110273917,1303,B,APT,NA,MIDLAND,ST,NA,22902,R,NA,NA,2595,190036000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,4,0,1,0,1023,817,0
2719,38.03887657009075,-78.49329912558129,430315004,1060,NA,NA,NA,GRADY,AVE,NA,22903,R,NA,NA,2719,200021000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2953,38.03508905225355,-78.498365817063,1412016325,218,112,APT,NA,14TH,ST,NW,22903,R,NA,NA,2953,200233000,Single Family,Split-Foyer,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1964,1,7,3,0,2,0,1064,1040,768
2954,38.03508905225355,-78.498365817063,1412016325,218,405,APT,NA,14TH,ST,NW,22903,R,NA,NA,2954,200234000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1962,1,7,4,0,2,0,1240,1240,1240
2956,38.035346463559414,-78.49861287655149,1412016229,216,2,APT,NA,14TH,ST,NW,22903,R,NA,NA,2956,200236000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1,7,3,0,1,0,1307,992,496
2955,38.03508905225355,-78.498365817063,1412016325,218,406,APT,NA,14TH,ST,NW,22903,R,NA,NA,2955,200235000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1959,1,6,3,1,1,0,1077,1077,0
2598,38.018504952382166,-78.47138910046945,123115371,104,NA,NA,NA,DANBURY,CT,NA,22902,R,NA,NA,2598,190036300,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Baseboard,0,1966,1,10,6,0,2,0,1928,NA,NA
2957,38.035346463559414,-78.49861287655149,1412016229,216,301,APT,NA,14TH,ST,NW,22903,R,NA,NA,2957,200237000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1959,1,7,3,0,2,0,1238,1238,620
2608,38.044504443843906,-78.4658713388115,258013161,701,NA,NA,NA,DELL,LN,NA,22901,R,NA,NA,2608,190037130,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Heat Pump,0,1946,1.5,5,2,0,3,0,968,645,272
2613,-90,-152.64427050222758,84941317,525,NA,NA,NA,7 1/2,ST,SW,22903,R,NA,NA,2613,190037180,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,7,3,0,1,0,946,946,473
2599,38.02723240432495,-78.47363503041211,139269048,201,NA,NA,NA,DOUGLAS,AVE,NA,22902,R,NA,NA,2599,190036400,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Baseboard,0,1966,1,10,4,0,2,0,1928,NA,NA
2612,38.04158077953071,-78.46160288643479,141997586,1022,NA,NA,NA,LOCUST,AVE,NA,22901,R,NA,NA,2612,190037170,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1955,1,4,2,0,1,0,776,776,0
2616,38.031565963115796,-78.50713601825971,6648121,104,NA,NA,NA,OAKHURST,CIR,NA,22903,R,PFAUTZ,2016-04-04T20:03:41Z,2616,190037201,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1957,1,5,2,0,1,0,972,972,0
2614,38.02778698152493,-78.48879394986183,81951086,412,NA,NA,NA,OAK,ST,NA,22903,R,NA,NA,2614,190037190,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,No Basement,Forced Air,0,1955,1,6,2,0,1,0,914,0,0
2620,38.01608854682405,-78.4690262970191,130476390,914,NA,NA,NA,NASSAU,ST,NA,22902,R,NA,NA,2620,190037250,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,4,2,0,1,0,822,822,0
2621,38.042607516701295,-78.48821125061384,319613806,1610,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2621,190037260,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,5,3,0,1,0,960,779,390
2626,38.02523989464735,-78.50754713259039,92231875,243,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,2626,190037301,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,6,2,0,1,0,929,779,390
2622,38.0424496298684,-78.48626701650679,326513868,1518,NA,NA,NA,AMHERST,ST,NA,22903,R,NA,NA,2622,190037270,Single Family,1 Story,C,Asbestos,Architectural Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,7,4,0,1,0,1000,779,390
2627,38.02782308199019,-78.51497087066457,81691069,129,NA,NA,NA,OBSERVATORY,AVE,NA,22903,R,NA,NA,2627,190037310,Single Family,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,4,2,0,1,0,779,779,0
2628,38.0276797164819,-78.51355347260362,81711124,113,NA,NA,NA,WASHINGTON,AVE,NA,22903,R,NA,NA,2628,190037320,Single Family,1 Story,C +,Wood,Architectural Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1,6,3,0,1,0,781,635,NA
2630,38.01899187855967,-78.47901852088842,120435192,818,NA,NA,NA,ALTAVISTA,AVE,NA,22902,R,NA,NA,2630,190037340,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1,7,3,0,2,0,1045,635,595
2629,38.019104886269844,-78.47703826812611,119905149,916,NA,NA,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,2629,190037330,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1,5,2,0,1,0,781,635,NA
2632,38.03915912527743,-78.47171727552819,411814860,701,NA,NA,NA,LYONS,AVE,NA,22902,R,NA,NA,2632,190037360,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Heat Pump,0,1946,1,6,3,0,1,0,781,640,128
2631,38.01881629903952,-78.48016363544127,120445246,807,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,2631,190037350,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1.5,6,3,0,1,0,635,635,476
2633,38.038636752180814,-78.46919205636645,432715053,740,NA,NA,NA,LYONS,AVE,NA,22902,R,NA,NA,2633,190037370,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1.5,8,4,0,2,0,953,635,476
2634,38.03795629738701,-78.46595740562162,462417309,878,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,2634,190037400,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1956,1,6,3,0,1,0,977,0,0
2635,38.03771428833618,-78.46704200493677,464515424,867,NA,NA,NA,LOCUST,AVE,NA,22902,R,NA,NA,2635,190037500,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1946,1.75,6,3,0,2,0,1111,625,NA
2636,38.01896664912634,-78.474505207537,120545214,1100,NA,NA,NA,MONTROSE,AVE,NA,22902,R,NA,NA,2636,190037600,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1946,1.5,6,4,0,1,0,953,635,0
2638,38.02529598379507,-78.4713521349989,91529437,221,NA,NA,NA,SPRUCE,ST,NA,22902,R,NA,NA,2638,190037800,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1956,1,9,5,0,2,0,962,960,960
2696,38.06568716305901,-78.46719902430519,1739969,2315,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,2696,200005000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Floor Furnace,1,1925,2,6,2,1,1,0,1126,0,0
2697,38.06553324978752,-78.47038527088768,1799983,2411,NA,NA,NA,BROOK,RD,NA,22901,R,NA,NA,2697,200006000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,1,1942,1,7,3,0,2,0,1204,345,345
2693,38.03945165818639,-78.46638658084917,407014760,908,NA,NA,NA,ST CHARLES,AVE,NA,22901,R,NA,NA,2693,200003200,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1978,2,10,6,4,2,0,2560,0,0
2698,38.065512542008946,-78.46880759466035,18910001,2226,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,2698,200007000,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Baseboard,0,1965,2,8,4,2,2,0,3191,1059,1059
2694,38.03906339326354,-78.45985841375504,41897766,1215,NA,NA,NA,ST GEORGE,AVE,NA,22901,R,NA,NA,2694,200003300,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1978,2,10,6,4,2,0,2560,0,0
2699,38.06547188915381,-78.47220911836695,1929999,2412,NA,NA,NA,KERRY,LN,NA,22901,R,NA,NA,2699,200008000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1,6,3,0,1,0,1118,1118,0
