RecordID_Int,ParcelNumber,UseCode,YearBuilt,GrossArea,StoryHeight,NumberOfStories
1082,330094000,Office Building,1910,185,12,1.00
1083,330095000,Office Building,1900,1832,10,2.00
1084,330095000,Office Building,1900,473,10,1.00
1085,330096000,Office Building,1925,2520,10,2.00
1086,330096000,Office Building,1925,180,8,1.00
1087,330104000,Apartments 11-20 Units,1971,10722,8,2.00
1088,330104000,Apartments 11-20 Units,1971,721,8,1.00
1089,330110000,Office Building,1900,2384,8,2.00
1090,330110000,Office Building,1900,335,8,1.00
1091,330116000,Apartments over 20 units,1929,34190,8,5.00
1092,330123000,Apartments 1-10 units,1915,4888,8,2.50
1093,330130000,Apartments 1-10 units,1920,4093,8,2.50
1094,330137000,Apartments 1-10 units,1916,,,
1095,330155100,Office Building,1970,30862,12,1.00
1096,330155300,Office Building,1983,47850,12,3.00
1097,330155L00,Hotel,1985,114492,12,7.00
1098,330155L00,Hotel,1985,25000,12,1.00
1099,330155L00,Hotel,1985,34376,12,1.00
1100,330174000,Office Building,1916,33657,12,3.00
1101,330174000,Office Building,1916,560,12,4.00
1102,330175000,Restaurant,1905,2086,12,2.00
1103,330175000,Restaurant,1905,173,12,1.00
1104,330175000,Restaurant,1905,792,12,2.00
1105,330175000,Restaurant,1905,256,12,1.00
1106,330176000,Office Building,1905,2054,8,2.00
1107,330176000,Office Building,1905,191,8,1.00
1108,330178000,Mortuary,1937,6198,12,2.00
1109,330178000,Mortuary,1937,2253,12,1.00
1110,330180000,Office Building,1898,4552,8,2.00
1111,330180000,Office Building,1898,112,8,1.00
1112,330182000,Office Building,1890,2152,12,2.00
1113,330183000,Office Building,1913,4994,10,2.00
1114,330184000,Office,1895,10638,40,1.00
1115,330184000,Office,1895,7768,12,2.00
1116,330190000,Office Building,1923,5984,30,1.00
1117,330190000,Office Building,1923,8463,10,3.00
1118,330190000,Office Building,1923,4980,10,2.00
1119,330190000,Office Building,1923,2662,10,1.00
1120,330194000,Rooming House,,3840,9,2.0
1121,330196000,"Library, Public",1906,14909,20,1.00
1122,330197000,Church,1925,3165,30,1.00
1123,330197000,Church,1925,3390,12,1.00
1124,330198000,Office Building,1870,2012,12,2.00
1125,330198000,Office Building,1870,589,12,1.00
1126,330199000,Office Building,1920,3218,16,1.00
1127,330199000,Office Building,1920,1170,12,1.00
1128,330200100,Office Building,1987,1114,12,1.00
1129,330200101,Office Building,1987,1174,12,1.00
1130,330200110,Office Building,1987,4408,12,1.00
1131,330200120,Office Building,1987,1325,12,1.00
1132,330200130,Office Building,0,1010,12,1.00
1133,330200140,Office Building,1987,2228,12,1.00
1134,330200150,Office Building,1987,1129,12,1.00
1135,330200160,Office Building,1987,1288,12,1.00
1136,330200170,Office Building,1987,2601,12,1.00
1137,330200180,Office Building,1987,2447,12,1.00
1138,330200200,Office Building,1987,1114,12,1.00
1139,330200201,Office Building,1987,1040,12,1.00
1140,330200300,Office Building,1987,1141,12,1.00
1141,330200380,Office Building,1987,905,12,1.00
1142,330200400,Office Building,1987,1195,12,1.00
1143,330200450,Office Building,1987,1273,12,1.00
1144,330200500,Office Building,1987,2417,12,1.00
1145,330200600,Office Building,1987,4761,12,1.00
1146,330200700,Office Building,1987,1313,12,1.00
1147,330200800,Office Building,1987,1288,12,1.00
1148,330200900,Office Building,1987,4761,12,1.00
1149,330204000,Office Building,1920,1930,20,1.00
1150,330204000,Office Building,1920,7686,12,2.00
1151,330204000,Office Building,1920,4671,12,3.00
1152,330205L00,Office Building,1998,42878,12,3.00
1153,330207000,Bank,1984,4082,12,2.00
1154,330208000,Office Building,1900,2228,12,2.00
1155,330208000,Office Building,1900,153,12,1.00
1156,330209000,Office Building,1900,2236,12,1.00
1157,330209000,Office Building,1900,138,12,2.00
1158,330211000,Office Building,1820,2170,12,2.00
1159,330211000,Office Building,1820,102,12,1.00
1160,330213000,Office Building,1948,1900,12,1.00
1161,330214000,Office Building,1900,2476,12,2.00
1162,330214000,Office Building,1900,59,12,1.00
1163,330214000,Office Building,1900,2560,12,2.00
1164,330215000,Office Building,1920,2338,10,2.00
1165,330215000,Office Building,1920,217,10,1.00
1166,330215100,Office Building,1960,1980,12,1.00
1167,330216000,Office Building,1860,1800,12,1.00
1168,330216000,Office Building,1860,5382,12,3.00
1169,330216000,Office Building,1860,1800,12,1.00
1170,330217000,Office Building,1832,820,12,2.00
1171,330217000,Office Building,1832,661,12,1.00
1172,330218000,Mixed Retail w/Res Units,1960,8799,8,3.00
1173,330218000,Mixed Retail w/Res Units,1960,8799,8,3.00
1174,330219000,Office Building,1930,2466,12,2.00
1175,330220000,Office Building,1920,10220,12,1.00
1176,330220000,Office Building,1920,711,12,2.00
1177,330221000,Office Building,1928,2432,10,2.00
1178,330222000,Office Building,1950,3276,12,2.00
1179,330223000,Office Building,1920,3426,8,2.00
1180,330223000,Office Building,1920,2032,8,1.00
1181,330224000,Office Building,1920,2672,12,2.00
1182,330225000,Office Building,1920,1935,12,1.00
1183,330226000,Office Building,1955,41650,12,5.00
1184,330227000,Retail Store,1954,1945,12,1.00
1185,330228000,Retail Store,1920,2952,12,2.00
1186,330229000,Retail Store,1920,2324,12,1.00
1187,330230000,Office Building,1920,3576,12,2.00
1188,330231000,Multiple Commercial Use,1920,7585,12,1.00
1189,330232000,Retail Store,1959,623,12,1.00
1190,330233000,Mixed Retail w/Res Units,1928,1878,12,1.00
1191,330233000,Mixed Retail w/Res Units,1828,1200,12,1.00
1192,330234000,Restaurant,1953,1743,12,1.00
1193,330235000,Restaurant,1953,1404,12,1.00
1194,330235000,Restaurant,1953,722,12,2.00
1195,330237000,"Theaters, Cinema",1931,15808,12,2.00
1196,330237000,"Theaters, Cinema",1931,3868,12,2.00
1197,330237000,"Theaters, Cinema",1931,8500,12,1.00
1198,330237000,"Theaters, Cinema",1931,8490,12,1.00
1199,330238000,Office Building,1920,4406,12,2.00
1200,330240100,Retail Store,1985,6800,10,1.00
1201,330240100,Retail Store,1985,7400,10,1.00
1202,330240100,Retail Store,1985,200,10,1.00
1203,330241000,Office Building,1925,2270,12,2.00
1204,330242000,Office Building,1952,4870,12,2.00
1205,330243000,Office Building,1911,9786,12,3.00
1206,330245000,Bank,1920,46800,12,8.00
1207,330245000,Bank,1920,18800,12,4.00
1208,330248000,Retail Store,1920,1650,12,1.00
1209,330248000,Retail Store,1920,1650,12,1.00
1210,330248000,Retail Store,1920,1260,12,1.00
1211,330248000,Retail Store,1920,3300,12,3.00
1212,330248000,Retail Store,1920,1260,12,1.00
1213,330248000,Retail Store,1920,3300,12,3.00
1214,330248000,Retail Store,1920,1260,12,1.00
1215,330248000,Retail Store,1920,3300,12,3.00
1216,330248000,Retail Store,1920,1650,12,1.00
1217,330248000,Retail Store,1920,1650,12,1.00
1218,330248000,Retail Store,1920,1260,12,1.00
1219,330248000,Retail Store,1920,3300,12,3.00
1220,330254000,Group Care Home,1920,5227,20,1.00
1221,330254000,Group Care Home,1920,4113,10,3.00
1222,330255000,Restaurant,,,,
1223,330256000,Retail Store,1920,6713,12,2.50
1224,330257400,Retail,1920,2517,10,1.00
1225,330258000,Restaurant,1920,4755,12,3.00
1226,330259000,Mixed Retail w/Res Units,1992,5100,12,1.00
1227,330259000,Mixed Retail w/Res Units,1992,10200,12,2.00
1228,330260000,Restaurant,1920,4800,12,2.50
1229,330260000,Restaurant,1920,240,12,1.00
1230,330261000,Retail Store,1920,5865,12,2.50
1231,330261000,Retail Store,1920,1011,12,1.00
1232,330263000,Restaurant,1920,1654,10,2.00
1233,330263000,Restaurant,1920,1541,10,1.00
1234,330265000,Fraternal Building,1947,4576,12,2.00
1235,330266000,Restaurant,1920,12240,12,3.0
1236,330266000,Restaurant,1920,7208,12,2.00
1237,330268000,Retail Store,1920,2436,12,3.00
1238,330268000,Retail Store,1920,252,12,3.00
1239,330269000,Commercial,1920,,,
1240,330270000,Office Building,1913,6516,12,2.00
1241,330270000,Office Building,1913,6516,12,2.00
1242,330271000,Retail Store,1920,2869,12,1.00
1243,330272000,Retail Store,1920,6392,12,2.00
1244,330273000,Retail Store,1922,4882,12,2.00
1245,330274000,Restaurant,1920,5928,12,2.00
1246,330276000,Retail Store,1938,10650,12,1.00
1247,330277000,"Theaters, Cinema",1949,4158,12,1.00
1248,330278000,Office Building,1949,5034,12,2.00
1249,340001000,Retail,1966,1200,12,1.00
1250,340003000,Dist. Warehouse,1959,1650,12,1.00
1251,340004000,Retail Store,1954,8506,12,1.00
1252,340004000,Retail Store,1954,1680,12,1.00
1253,340004000,Retail Store,1954,4200,20,1.00
1254,340004000,Retail Store,1954,4500,14,1.00
1255,340005000,Commercial,1985,5010,14,1.00
1256,340006000,Commercial,1958,3368,10,1.00
1257,340008000,Office Building,1957,3640,12,2.00
1258,340008000,Office Building,1957,4370,12,1.00
1259,340008000,Office Building,1957,1950,10,1.00
1260,340008000,Office Building,1957,1352,12,1.00
1261,340008000,Office Building,1957,3640,12,2.00
1262,340008000,Office Building,1957,4370,12,1.00
1263,340008000,Office Building,1957,1950,10,1.00
1264,340008000,Office Building,1957,1352,12,1.00
1265,340010000,Office Building,1948,2327,12,1.00
1266,340010000,Office Building,1948,1968,12,1.00
1267,340010100,Storage Warehouse,1953,7238,12,1.00
1268,340011000,Convenience Market,1990,1350,14,1.00
1269,340011000,Convenience Market,1990,1480,12,1.00
1270,340011000,Convenience Market,1990,1518,12,3.00
1271,340013000,Storage Warehouse,1940,1400,12,1.00
1272,340014000,Storage Warehouse,1932,864,12,1.00
1273,340014000,Storage Warehouse,1932,630,12,1.00
1274,340014000,Storage Warehouse,1932,1745,14,1.00
1275,340015000,Office Building,1977,2693,12,1.00
1276,340015000,Office Building,1977,960,12,1.00
1277,340015000,Office Building,1977,121,12,1.00
1278,340016000,Convenience Market,1937,384,12,1.00
1279,340016000,Convenience Market,1937,2484,8,1.00
1280,340016000,Convenience Market,1937,1000,8,1.00
1281,340016000,Convenience Market,1937,3200,12,1.00
1282,340017000,Office Building,1968,5556,12,2.00
1283,340017000,Office Building,1968,397,12,1.00
1284,340018000,Storage Garage,1969,1898,12,1.00
1285,340018100,Office Building,1973,1482,12,1.00
1286,340018100,Office Building,1973,5502,12,2.00
1287,340019000,Commercial,1940,5724,12,2.00
1288,340019000,Commercial,1940,2945,12,1.00
1289,340019000,Commercial,1940,729,12,1.00
1290,340019000,Commercial,1940,8714,12,1.00
1291,340088000,Office Building,1950,4846,12,1.00
1292,340088000,Office Building,1950,12826,12,1.00
1293,340088300,Commercial,1952,7796,12,1.00
1294,340088300,Commercial,1952,3800,12,1.00
1295,340088300,Commercial,1952,5746,12,1.00
1296,340088300,Commercial,1952,3252,12,1.00
1297,340090000,Office Building,1973,28728,8,2.00
1298,340090100,Commercial,2007,1440,8,2.00
1299,340090101,Office Building,1966,26720,8,2.00
1300,34009010A,Storage Warehouse,1983,4400,22,1.00
1301,340090110,Commercial,1970,5537,12,1.00
1302,340090120,Storage Warehouse,1971,2562,12,1.00
1303,340090200,Mixed Retail w/Res Units,1958,5712,15,1.0
1304,340090200,Mixed Retail w/Res Units,2017,17928,10,3.0
1305,340090200,Mixed Retail w/Res Units,1958,5712,15,1.0
1306,340090200,Mixed Retail w/Res Units,2017,17928,10,3.0
1307,340090300,Storage Warehouse,1965,10351,12,1.00
1308,340090400,Multiple Commercial Use,1965,12000,12,1.00
1309,340090500,Storage Warehouse,1963,21594,20,1.00
1310,340090600,Retail Store,1963,3664,12,1.00
1311,340090700,Service Repair Garage,1963,1405,12,1.00
1312,340090700,Service Repair Garage,1963,2279,12,1.00
1313,340090700,Service Repair Garage,1963,1013,12,1.00
1314,340090900,Multiple Commercial Use,1965,5290,8,2.00
1315,340090900,Multiple Commercial Use,1965,12587,10,1.00
1316,340090A00,Retail Store,2000,1504,8,2.00
1317,340090A00,Retail Store,2000,2438,16,1.00
1318,340090B00,Commercial,0,20500,10,2.00
1319,340090C00,Commercial,0,4320,10,1.00
1320,350001000,High School (Entire),1959,18694,12,1.00
1321,350001000,High School (Entire),1959,3375,12,1.00
1322,350003000,Church,1925,3268,12,1.00
1323,350004000,Apartments 11-20 Units,1985,7070,8,2.00
1324,350005000,Apartments 1-10 units,1983,3894,12,2.00
1325,350010000,Apartments 1-10 units,1967,3424,12,2.00
1326,350030000,Apartments 1-10 units,1957,2400,10,2.00
1327,350033000,Apartments 11-20 Units,1966,11108,10,2.00
1328,350043000,Service Repair Garage,1983,4000,16,1.00
1329,350045000,Retail Store,1955,2500,10,1.00
1330,350046000,Office Building,1950,1120,10,1.00
1331,350046000,Office Building,1950,480,10,1.00
1332,350047000,Office Building,1954,1224,10,1.00
1333,350049000,Retail Store,1940,1284,10,1.00
1334,350051000,Commercial,1957,,,
1335,350056000,Industrial Engineering,1954,31846,12,1.00
1336,350056000,Industrial Engineering,1954,31846,12,1.00
1337,350056100,Office Building,1957,1300,12,1.00
1338,350056100,Office Building,1957,960,12,1.00
1339,350058000,Industrial Engineering,1979,4816,12,1.00
1340,350063000,Office Building,1951,2650,10,1.00
1341,350063000,Office Building,1951,3350,10,1.00
1342,350063000,Office Building,1951,2650,10,1.00
1343,350064000,Office Building,1930,1450,12,1.00
1344,350064000,Office Building,1930,5625,12,1.00
1345,350064100,Office Building,1950,3388,10,1.00
1346,350064100,Office Building,1950,1225,10,1.00
1347,350064100,Office Building,1950,768,8,1.00
1348,350065000,Office Building,1930,1380,12,1.00
1349,350067000,Office Building,1953,5208,12,1.00
1350,350067100,Restaurant,1967,546,12,1.00
1351,350067100,Restaurant,1967,1394,12,1.00
1352,350069000,Office Building,1953,4866,12,1.00
1353,350069000,Office Building,1953,2553,12,1.00
1354,350083000,Office Building,1983,2760,10,2.00
1355,350086100,Fraternal Building,1955,3212,12,2.00
1356,350096000,Storage Warehouse,1987,4800,14,2.00
1357,350096000,Storage Warehouse,1987,2600,14,1.00
1358,350097000,Office Building,1953,840,12,1.00
1359,350098000,Office Building,1953,720,12,1.00
1360,350098000,Office Building,1953,720,12,1.00
1361,350103000,Storage Warehouse,1930,10771,12,1.00
1362,350105000,Office Building,1930,6664,12,2.00
1363,350105000,Office Building,1930,536,12,1.00
1364,350105000,Office Building,1930,815,12,1.00
1365,350107000,Apartments 1-10 units,1925,988,12,1.00
1366,350108000,Multiple Commercial Use,1978,4000,12,1.00
1367,350109000,Industrial Light Manufacturing,1953,720,12,1.00
1368,350110000,Mini-warehouse,1984,9903,14,1.00
1369,350111000,Service Repair Garage,1953,4020,12,1.00
1370,350112000,Commercial,1920,,,
1371,350114000,490 Land,1998,10000,12,1.00
1372,350114000,490 Land,1998,5000,12,2.00
1373,350114000,490 Land,1998,5935,18,2.00
1374,350114000,Kennels,1998,10000,12,1.00
1375,350114000,Kennels,1998,5000,12,2.00
1376,350114000,Kennels,1998,5935,18,2.00
1377,350116000,Retail Store,1970,1966,12,1.00
1378,350116000,Retail Store,1970,1952,12,1.00
1379,350116000,Retail Store,1970,3295,12,1.00
1380,350121000,Storage Warehouse,1951,4202,12,1.00
1381,350121000,Storage Warehouse,1951,5176,12,1.00
1382,350122000,Mortuary,1965,1247,12,1.00
1383,350125000,Office Building,1988,3700,12,1.00
1384,350125000,Office Building,1988,1664,12,1.00
1385,350132000,Office Building,1900,25208,12,1.00
1386,350132000,Office Building,1900,14064,12,2.00
1387,350132100,Commercial,0,,,
1388,350132300,Office Building,1990,11848,14,1.00
1389,350132300,Office Building,1990,11848,14,1.00
1390,350132500,Multiple Commercial Use,1988,10174,12,1.00
1391,350133000,Dist. Warehouse,1979,4800,12,1.00
1392,350134000,Office Building,1941,24948,12,3.50
1393,350134000,Office Building,1941,53295,12,3.00
1394,350134000,Office Building,1941,30010,12,2.00
1395,350134000,Office Building,1941,9017,12,1.00
1396,360001000,Elementary Sch (Entire),1950,18612,12,3.00
1397,360001000,Elementary Sch (Entire),1950,31514,12,2.00
1398,360001000,Elementary Sch (Entire),1950,19060,12,1.00
1399,360001000,Elementary Sch (Entire),1950,438,12,0.10
1400,360003000,Apartments 1-10 units,1969,3816,8,2.00
1401,360003100,Apartments 1-10 units,1920,1248,,2.0
1402,360010000,Apartments 1-10 units,1920,1414,12,2.00
1403,360010000,Apartments 1-10 units,1920,789,12,1.00
1404,360057000,Apartments 1-10 units,1984,6912,12,2.00
1405,360070000,Retail Store,1948,3124,10,1.00
1406,360075100,Medical Office,1989,944,12,1.00
1407,360075101,Medical Office,1989,203,12,1.00
1408,360075200,Medical Office,1989,1922,12,1.00
1409,360075300,Medical Office,1989,635,12,1.00
1410,360075400,Medical Office,1989,1427,12,1.00
1411,360075500,Medical Office,1989,1577,12,1.00
1412,360075600,Medical Office,1989,3867,12,1.00
1413,360075700,Medical Office,1989,1543,12,1.00
1414,360075800,Medical Office,1989,340,12,1.00
1415,360075900,Medical Office,1989,414,12,1.00
1416,360099000,Neighborhood Shopping Ctr.,1968,2288,12,1.00
1417,360099000,Neighborhood Shopping Ctr.,1968,18423,12,1.00
1418,360099000,Neighborhood Shopping Ctr.,1968,1904,12,1.00
1419,360105000,Retail Store,1982,988,12,1.00
1420,360105000,Retail Store,1982,1144,12,1.00
1421,360106000,Retail Store,1956,5018,12,1.00
1422,360108000,Retail Store,1975,14206,12,1.00
1423,360110000,Office Building,1958,1235,12,1.00
1424,360110000,Office Building,1958,4027,12,1.00
1425,370036000,Church,1965,5711,12,1.00
1426,370036000,Church,1965,3368,12,2.00
1427,370080000,Office Building,1958,4608,10,3.00
1428,370080100,Office Building,1952,4709,12,1.00
1429,370080500,Medical Office,1955,1250,12,1.50
1430,370080500,Medical Office,1955,2720,12,2.00
1431,370081000,Office Building,1967,2846,12,1.00
1432,370081000,Office Building,1967,3960,12,2.00
1433,370081200,Office Building,1950,3419,12,1.00
1434,370081200,Office Building,1950,3419,12,1.00
1435,370081400,Office Building,1960,1769,12,1.00
1436,400001100,Office Building,1951,25330,12,2.00
1437,400001100,Office Building,1951,6852,12,1.00
1438,400001200,Retail,1961,3305,12,1.00
1439,400001300,Restaurant,1966,2080,12,1.00
1440,400001400,Multiple Commercial Use,1961,2972,12,1.00
1441,400001400,Multiple Commercial Use,1961,7884,12,2.00
1442,400001400,Multiple Commercial Use,1961,5312,12,1.00
1443,400001400,Multiple Commercial Use,1961,2816,12,1.00
1444,400002000,Restaurant,1968,3420,12,1.00
1445,400002200,Fast Food Restaurant,1971,2087,12,1.00
1446,400002400,Restaurant,1978,3008,12,2.00
1447,400002500,Fast Food Restaurant,2017,,,
1448,400002600,Retail Store,1968,2575,12,1.00
1449,400002700,Fast Food Restaurant,1987,3439,12,1.00
1450,400004000,Office Building,1967,41772,12,6.00
1451,400004B00,Motel,1983,60075,12,3.00
1452,400004C00,Motel,1983,12000,12,2.00
1453,400004D00,Restaurant,1979,2610,12,1.00
1454,400004F00,Restaurant,1972,2393,12,1.00
1455,40A001000,Service Repair Garage,1989,5389,14,1.00
1456,40A001100,Retail Store,1992,2250,10,1.00
1457,40A002000,Supermarket,1980,54403,20,1.00
1458,40A002000,Supermarket,1980,54403,20,1.00
1459,40A004000,Office Building,1962,7800,12,1.50
1460,40A004000,Office Building,1962,1100,12,1.0
1461,40A005000,Service Repair Garage,1985,3098,12,1.00
1462,40A006000,Restaurant,1964,6365,12,1.00
1463,40A007000,Retail Store,1962,3960,12,1.00
1464,40A010000,Motel,1971,15224,10,2.00
1465,40A010000,Motel,1971,920,10,1.00
1466,40A012000,Restaurant,1970,3195,12,1.00
1467,40A013000,Office Building,1964,23581,12,2.00
1468,40A013000,Office Building,1964,4503,12,1.00
1469,40A015000,Hotel Limited Service,,,,
1470,40A015100,Hotel,0,,,
1471,40A015200,Motel,0,,,
1472,40B001000,Neighborhood Shopping Ctr.,0,45780,12,1.00
1473,40B002000,Service Repair Garage,1969,2030,12,1.00
1474,40B003100,Bank,0,2016,12,1.00
1475,40B003200,Convenience Market,1973,2400,12,1.00
1476,40B003300,Office Building,1986,2330,12,1.00
1477,40B003400,Office Building,1976,2982,12,1.00
1478,40B003400,Office Building,1976,2168,12,2.00
1479,40B003500,Office Building,1920,2580,12,2.00
1480,40B003500,Office Building,1920,881,12,1.00
1481,40B003500,Office Building,1920,1440,12,2.00
1482,40B003600,Commercial,1977,1251,12,1.50
1483,40B004000,Group Care Home,1967,32866,12,2.00
1484,40B004000,Group Care Home,1967,14240,12,1.00
1485,40B004000,Group Care Home,1967,32866,12,2.00
1486,40B004000,Group Care Home,1967,14240,12,1.00
1487,40B004100,Office Building,1983,35388,12,1.00
1488,40B004400,Bank,1972,2092,12,1.00
1489,40B005000,Multiple Commercial Use,1981,4766,12,1.00
1490,40B005000,Multiple Commercial Use,1981,5000,12,1.00
1491,40B005000,Multiple Commercial Use,1981,4620,12,1.00
1492,40C001000,Retail Store,2003,27300,12,1.00
1493,40C002000,Bank,1979,3516,12,1.50
1494,40C005000,Neighborhood Shopping Ctr.,1962,4576,12,1.00
1495,40C005000,Neighborhood Shopping Ctr.,1962,4576,12,1.00
1496,40C005100,Fast Food Restaurant,1976,3889,12,1.00
1497,40C006000,Office Building,1973,3640,12,2.0
1498,40C006000,Office Building,1973,1618,12,1.00
1499,40C009000,Office Building,1984,6930,12,2.00
1500,40C009100,Motel,1988,27552,12,4.00
1501,40C009200,Restaurant,1997,2443,16,1.00
1502,40C010000,Restaurant,1962,3096,12,1.00
1503,40C010000,Restaurant,1962,3096,12,1.00
1504,40C011000,Office Building,1965,4844,12,1.00
1505,40C012000,Hotel,1972,87630,12,6.00
1506,40C012000,Hotel,1972,16339,12,1.00
1507,40C012100,Mini-Mart Convenience Store,2001,3623,18,1.00
1508,40C013000,Multiple Commercial Use,1968,2520,12,1.00
1509,40C015000,Apartments 1-10 units,1963,3630,8,2.00
1510,40C036000,Apartments 1-10 units,1961,3297,8,1.00
1511,40C046000,Mini-warehouse,2017,,,
1512,40C047000,Office Building,1963,1664,12,1.00
1513,40C062000,Apartments 11-20 Units,1965,9002,8,2.00
1514,40C063000,Apartments 11-20 Units,1965,9002,12,2.00
1515,40C064000,Office Building,0,60000,14,1.00
1516,40C076000,Apartments over 20 units,1963,10354,8,2.00
1517,40C077000,Apartments 11-20 Units,1962,16578,12,3.00
1518,40C078100,Medical Office,1972,1849,12,2.00
1519,40C078200,Medical Office,1972,1000,12,2.00
1520,40C078300,Medical Office,1972,1563,12,2.00
1521,40C078400,Medical Office,1972,2034,12,2.00
1522,40C078500,Medical Office,1972,1004,12,2.00
1523,40C078600,Medical Office,1972,1573,12,2.00
1524,40C078700,Medical Office,1972,856,12,2.00
1525,40C079000,Office Building,1961,1625,12,1.00
1526,40C080000,Apartments over 20 units,1959,13004,12,2.00
1527,40C080000,Apartments over 20 units,1959,2240,10,1.00
1528,40C081000,Multiple Commercial Use,1983,28073,12,2.00
1529,40C083000,Church,1963,13576,20,1.00
1530,40C123000,Apartments over 20 units,1962,10764,10,2.00
1531,40C125000,Apartments 11-20 Units,1963,7560,8,2.00
1532,41B001000,Retail Store,0,1781,12,1.00
1533,41B002000,Retail Store,1964,123336,14,1.00
1534,41B002A00,Supermarket,2011,39798,14,1.00
1535,41B004000,Office Building,2000,10355,10,1.00
1536,41B004100,Apartments over 20 units,1980,23860,8,2.00
1537,41B004200,Comm. Shopping Ctr.,1998,7710,12,1.00
1538,41B005000,Apartments over 20 units,1975,,,
1539,41B007000,Retail Store,1983,11000,16,1.00
1540,41B007100,Commercial,1983,4127,14,1.00
1541,41B007200,Medical Office,1984,5760,12,1.00
1542,41B007300,Neighborhood Shopping Ctr.,1989,28000,24,2.00
1543,41B007300,Neighborhood Shopping Ctr.,1989,12000,24,1.00
1544,41B007400,Neighborhood Shopping Ctr.,1987,14535,12,1.00
1545,41B007400,Neighborhood Shopping Ctr.,1987,2940,12,1.00
1546,41B007400,Neighborhood Shopping Ctr.,1987,14535,12,1.00
1547,41B007400,Neighborhood Shopping Ctr.,1987,2940,12,1.00
1548,41B007500,Bank,1987,3482,12,1.00
1549,41B008000,Neighborhood Shopping Ctr.,1989,15674,10,1.00
1550,41B008200,Hotel,1986,49035,10,5.00
1551,41B008300,Restaurant,1994,5693,15,1.00
1552,41B012000,Hotel,2013,110000,12,4.00
1553,41B014000,Office Building,1994,23070,12,3.00
1554,41B015000,Supermarket,1986,52700,24,1.00
1555,41B015200,Retail Store,1987,5204,12,1.00
1556,41B015300,Retail Store,1987,7069,12,1.00
1557,41B015400,Retail Store,1987,7910,12,1.00
1558,41B015500,Retail Store,1987,5540,12,1.00
1559,41B015600,Retail Store,1987,9754,12,1.00
1560,41C001000,Restaurant,1995,11915,12,1.00
1561,41C002000,Post Office (Main),1972,82892,12,1.00
1562,41C002000,Post Office (Main),1972,20732,12,1.00
1563,41C003000,Industrial Light Manufacturing,1983,138559,24,1.00
1564,41C003000,Industrial Light Manufacturing,1983,4920,12,1.00
1565,41C003000,Industrial Light Manufacturing,1983,138559,24,1.00
1566,41C003000,Industrial Light Manufacturing,1983,4920,12,1.00
1567,41C003100,Neighborhood Shopping Ctr.,1986,107520,12,1.00
1568,41C003100,Neighborhood Shopping Ctr.,1986,60758,12,1.00
1569,41C0031A0,Service Repair Garage,0,6318,14,1.00
1570,41C003200,Restaurant,1984,6472,12,1.00
1571,41C003300,Restaurant,1989,7188,12,1.00
1572,420001000,Elementary Sch (Entire),1965,52528,12,1.00
1573,420001000,Elementary Sch (Entire),1965,22378,12,1.00
1574,420001000,Elementary Sch (Entire),1965,12366,12,1.00
1575,420001000,Elementary Sch (Entire),1965,8830,20,2.00
1576,43A001000,High School (Entire),1975,89678,12,1.00
1577,43A001000,High School (Entire),1975,160062,12,2.00
1578,43C071000,Classroom  (Elem/2nd Sch),1962,43821,12,1.00
1579,440028401,Classroom  (Elem/2nd Sch),1959,7253,10,1.00
1580,440030000,Office Building,1949,6534,12,1.00
1581,440030200,Medical Office,1962,25213,12,2.00
1582,440030200,Medical Office,1962,3461,12,1.00
1583,440031000,Storage Warehouse,1965,11376,12,1.00
1584,440031000,Storage Warehouse,1965,2077,12,1.00
1585,440032000,Storage Warehouse,1954,8600,12,1.00
1586,440032100,Industrial Light Manufacturing,1957,4360,14,1.00
1587,440032200,Office Building,1972,3360,12,1.00
1588,440032300,Office Building,1985,6400,12,2.00
1589,440032400,Storage Warehouse,1978,928,10,1.00
1590,450001000,Fire Station (staff),1950,,,
1591,450001000,Fire Station (staff),1950,,,
1592,450007000,Elementary Sch (Entire),1936,20332,12,2.00
1593,450007000,Elementary Sch (Entire),1936,14523,12,1.00
1594,450007000,Elementary Sch (Entire),1936,6930,12,1.00
1595,470001200,Apartments 11-20 Units,1963,13200,12,2.00
1596,470002120,Church,1963,3532,12,1.00
1597,47000212L,Day Care Center,1960,1842,14,1.00
1598,470007100,Day Care Center,1959,13564,12,1.00
1599,470007100,Day Care Center,1959,9920,20,1.00
1600,470017000,Fire Station (staff),0,,,
1601,470017000,Fire Station (staff),0,,,
1602,470017000,Fire Station (staff),0,,,
1603,48B001000,City Club,1972,3001,12,1.00
1604,48B001000,City Club,1972,3001,12,1.00
1605,48B001000,City Club,1972,3001,12,1.00
1606,48B001000,City Club,1972,3001,12,1.00
1607,48B001000,City Club,1972,3001,12,1.00
1608,48B001000,City Club,1972,3001,12,1.00
1609,48B001000,City Club,1972,3001,12,1.00
1610,48B001000,City Club,1972,3001,12,1.00
1611,490065000,Church,1965,6449,12,1.00
1612,490071000,Bank,1961,2649,12,1.00
1613,490079000,Office Building,1950,1392,12,1.00
1614,490085000,Neighborhood Shopping Ctr.,1996,6625,20,1.00
1615,490094100,Retail Store,1983,2424,12,1.00
1616,490095000,Retail Store,1977,29505,14,1.00
1617,490095300,Retail Store,1959,10368,12,1.00
1618,490096000,Retail Store,2000,10125,12,1.00
1619,490098000,Office Building,1952,1772,12,1.00
